Unnamed: 0,Company,Date,Tahun_Buku,Link,folder_path,category
594,SMKL,06 Mei 2021 | 19:32,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMKL/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMKL\2020,General
595,SMMA,31 Mei 2021 | 16:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMMA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMMA\2020,General - liquidity
596,SMMT,10 Mei 2021 | 18:49,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMMT/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMMT\2020,General
597,SMRA,06 April 2021 | 20:54,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMRA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMRA\2020,Property
598,SMRU,31 Mei 2021 | 14:30,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMRU/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMRU\2020,General
599,SMSM,04 April 2022 | 14:42,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SMSM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SMSM\2020,General
600,SNLK,27 Mei 2021 | 08:13,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SNLK/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SNLK\2020,General
601,SOCI,11 Mei 2021 | 09:56,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SOCI/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SOCI\2020,Infrastructure Industry
602,SOFA,01 Juni 2021 | 04:48,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SOFA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SOFA\2020,General
603,SOHO,30 Maret 2021 | 15:56,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SOHO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SOHO\2020,General
604,SONA,28 April 2021 | 19:53,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SONA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SONA\2020,General
605,SOSS,18 Mei 2021 | 15:48,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SOSS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SOSS\2020,General
606,SOTS,31 Mei 2021 | 23:26,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SOTS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SOTS\2020,Property
607,SPMA,30 Maret 2021 | 14:17,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SPMA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SPMA\2020,General
608,SPTO,29 April 2021 | 16:07,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SPTO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SPTO\2020,General
609,SQMI,04 Juni 2021 | 10:28,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SQMI/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SQMI\2020,General
610,SRAJ,09 Juni 2021 | 00:33,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SRAJ/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SRAJ\2020,General
611,SRIL,01 April 2021 | 21:58,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SRIL/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SRIL\2020,General
612,SRSN,12 April 2021 | 14:29,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SRSN/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SRSN\2020,General
613,SRTG,09 Maret 2021 | 15:19,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SRTG/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SRTG\2020,Financial and Shariah
614,SSIA,21 April 2021 | 21:39,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SSIA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SSIA\2020,Property
615,SSMS,02 April 2021 | 19:13,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SSMS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SSMS\2020,General
616,SSTM,19 April 2021 | 11:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SSTM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SSTM\2020,General
617,STAR,25 Mei 2021 | 11:50,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/STAR/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\STAR\2020,General
618,STTP,01 Juni 2021 | 15:55,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/STTP/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\STTP\2020,General
619,SULI,31 Maret 2021 | 14:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SULI/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SULI\2020,General
620,SUPR,28 April 2021 | 22:12,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SUPR/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SUPR\2020,Infrastructure Industry
621,SURE,15 Juni 2021 | 10:51,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SURE/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SURE\2020,General
622,SWAT,31 Mei 2021 | 14:17,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/SWAT/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\SWAT\2020,General
623,TALF,25 Mei 2021 | 15:45,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TALF/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TALF\2020,General
624,TAMA,25 Mei 2021 | 09:35,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TAMA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TAMA\2020,Property
625,TAMU,31 Mei 2021 | 18:27,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TAMU/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TAMU\2020,Infrastructure Industry
626,TAPG,26 April 2021 | 11:58,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TAPG/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TAPG\2020,General
627,TARA,31 Mei 2021 | 12:23,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TARA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TARA\2020,Property
628,TAXI,14 Juni 2021 | 16:55,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TAXI/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TAXI\2020,Infrastructure Industry - liqudity
629,TBIG,12 Agustus 2021 | 10:53,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TBIG/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TBIG\2020,Infrastructure Industry
630,TBLA,05 Maret 2021 | 18:33,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TBLA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TBLA\2020,General
631,TBMS,06 April 2021 | 16:46,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TBMS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TBMS\2020,General
632,TCID,09 April 2021 | 08:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TCID/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TCID\2020,General
633,TCPI,10 Mei 2021 | 15:57,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TCPI/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TCPI\2020,Infrastructure Industry
634,TDPM,22 Februari 2022 | 10:40,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TDPM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TDPM\2020,General
635,TEBE,28 Mei 2021 | 20:44,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TEBE/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TEBE\2020,Infrastructure Industry
636,TECH,10 Mei 2021 | 19:20,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TECH/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TECH\2020,General
637,TFAS,31 Mei 2021 | 11:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TFAS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TFAS\2020,General
638,TFCO,02 Juni 2021 | 17:18,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TFCO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TFCO\2020,General
639,TGKA,16 April 2021 | 20:25,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TGKA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TGKA\2020,General
640,TGRA,27 Juli 2021 | 17:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TGRA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TGRA\2020,Infrastructure Industry
641,TIFA,16 April 2021 | 10:04,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TIFA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TIFA\2020,Finance Industry
642,TINS,13 Maret 2021 | 21:36,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TINS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TINS\2020,General
643,TIRA,31 Juli 2021 | 10:41,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TIRA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TIRA\2020,General
644,TIRT,28 April 2021 | 12:00,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TIRT/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TIRT\2020,General
645,TKIM,09 April 2021 | 08:49,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TKIM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TKIM\2020,General
646,TLKM,29 April 2021 | 17:14,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TLKM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TLKM\2020,Infrastructure Industry
647,TMAS,02 Juni 2021 | 11:11,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TMAS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TMAS\2020,Infrastructure Industry
648,TMPO,28 April 2022 | 09:00,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TMPO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TMPO\2020,General
649,TNCA,31 Mei 2021 | 21:27,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TNCA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TNCA\2020,General
650,TOBA,03 Mei 2021 | 13:57,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOBA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOBA\2020,General
651,TOPS,31 Maret 2021 | 18:10,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOPS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOPS\2020,Infrastructure Industry
652,TOTL,31 Maret 2021 | 12:43,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOTL/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOTL\2020,Property
653,TOTO,29 April 2021 | 13:13,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOTO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOTO\2020,General
654,TOWR,01 Mei 2021 | 10:53,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOWR/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOWR\2020,Infrastructure Industry
655,TOYS,11 Mei 2021 | 15:15,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TOYS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TOYS\2020,General
656,TPIA,03 Maret 2021 | 15:34,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TPIA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TPIA\2020,General
657,TPMA,31 Maret 2021 | 11:25,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TPMA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TPMA\2020,Infrastructure Industry
658,TRAM,01 Maret 2023 | 21:15,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRAM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRAM\2020,Infrastructure Industry
659,TRIL,06 Agustus 2021 | 16:39,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRIL/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRIL\2020,General
660,TRIM,05 Mei 2021 | 17:56,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRIM/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRIM\2020,Securities Industry
661,TRIN,30 Mei 2021 | 21:55,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRIN/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRIN\2020,Property
662,TRIO,22 Maret 2021 | 23:54,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRIO/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRIO\2020,General
663,TRIS,26 April 2021 | 17:08,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRIS/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRIS\2020,General
664,TRJA,09 Mei 2021 | 12:58,2020,https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202020/Audit/TRJA/instance.zip,C:\Users\arsen\OneDrive\Temp\Scraping IDX\Data\TRJA\2020,Infrastructure Industry
