per,current_ratio,cash_ratio,AR_Turnover,AR_Turnover_in_Days,Aset_Turnover,debt_to_equity,equity_ratio,debt_ratio,gpm,net_profit_margin,roa,roce
2.164694579799354,368.5433497859326,13.944472976359496,2.18407927988e+17,1.67118475671842e-15,0.6926910107847283,0.0032575844432049,0.9967529929564272,0.0032470070435728,0.9903637958091172,0.9906436299733942,0.6862099373737227,0.6878175033721545
41429305.94442705,3.312619316197547,0.5461024956122881,12.428508648456468,29.367964437577985,0.6769693898733286,0.4433462348983992,0.6928344535920673,0.3071655464079327,0.0777705990250567,0.0248445755135456,0.0168190171270668,0.0562795981718995
-3626875.3233504025,2.540544445728817,2.1211420645012136,1.4150657876958974,257.9385376805109,0.3942347663223469,8.428408305352558,0.1060624410413255,0.8939375589586744,-1.1144525746224974,-1.1100745664543117,-0.437629987306496,-0.4443893763354568
680694.8515711231,0.3071763687871481,0.0046769556169977,0.3888527615558945,938.6586288844812,0.30257837075935,2.688264823618108,0.2711302056176708,0.7288697943823291,0.1669321605997656,0.1147728633353914,0.0347277859954082,0.1140645943826604
-3071050.917404977,0.8038807802482608,0.1243387585628686,8.372734201912415,43.59388357469062,0.4732418138585975,1.7174402535021571,0.3679933712291298,0.6320066287708702,-0.1236130791825126,-0.127420617237324,-0.0603007640243733,-0.0838115063480178
1095971138.9426508,1.543202388728189,0.5546444900625175,7.943277215591959,45.95080721638884,0.517576721673078,0.730345759104444,0.5779191787181072,0.4220808212818928,0.1242016384264707,0.0999223061366726,0.0517174596322327,0.0861142248293836
25573398.66604583,0.9239156313470084,0.0283955287873482,0.1080809174615619,3377.099386020747,0.0608163972879517,4.794084476510206,0.1717365350794899,0.8233194568742332,0.5131833446390548,0.4744741769393001,0.0288558100476144,0.1570842082927604
-2190.46634965257,33.05714618658048,11.273072451170089,6.093203962390793,59.90280355834089,0.1051404538888779,2.055536613993517,0.3272747560674858,0.6727252439325141,-2.083411543737631,-1.7490452636960896,-0.183895412897199,-0.2195005927060205
12569699.44285908,1.0027905722833856,0.022867360835473,0.1145069623026094,3187.5791013948,0.0731302233102773,5.940614635642558,0.1355848369778784,0.805457266921995,0.2228889991203276,0.2015971387447615,0.0147428437751173,0.0876922472609281
-1408280.3980772712,0.8942258104221558,0.0070032102968417,1.5850659672855982,230.2743277146105,0.1754562998605038,8.68499474280588,0.1032525082930799,0.89674749170692,-0.3777295395786548,-0.3193934533006211,-0.0560395935157956,-0.4336518788887771
5.041287021376415,4.66272190107305,1.6264340388462482,8.19571058016602,44.53549163672471,2.319753613444072,0.2426867566820726,0.8047080204427082,0.1952919795572918,0.0640742277215495,0.0519826210680661,0.1205868730589403,0.1798138140471384
40.05893415335946,0.9192029378143214,0.5077991826373536,7.019440550211317,51.9984459429622,0.8893585999833361,0.7227460650396181,0.580468602014774,0.419531397985226,0.3189043637345513,0.2506667919517004,0.2229326671524784,0.4644082111277194
76397.6673575062,2.558718753339694,0.9406102896398908,4.458964468968315,81.85757086430681,0.6674281358628306,0.4423815762012186,0.6932978183440798,0.3067021816559201,0.310179206612458,0.159041746474162,0.1061489363736188,0.2465107098706176
8303975.810679617,2.9122840857303167,0.2806745588122558,37.591805726448825,9.709562840797336,1.4640650739520502,0.3360921313161297,0.7484513803811874,0.2515486196188126,0.0844109013007826,0.0663162764191762,0.0970913441398658,0.1579422882605023
-5.663821507563398,1.3923526134853,0.0552991316076352,2.3488360366439744,155.39611718556282,0.1697357425090167,0.6879084278518027,0.5924492013306064,0.4075507986693936,-0.6295279286445397,-0.6260790646528027,-0.1062679949081941,-0.1617576691894197
-13.4427011194245,1.212844542960175,0.3680512119528104,2.670259195291945,136.69085032776894,0.0508424238692337,0.3603782655856815,0.7350896624105293,0.2649103375894707,-0.7276506750767294,-0.5454535912202676,-0.0277321826858165,-0.0378628143122866
-0.92244517704407,853.8439595282296,32.9191962492082,2.698770671060322,135.24676398554269,0.0185377137679793,-3.719161177201175,-0.3677604727459728,1.367760472745973,-35.97920543436898,-36.78758239748368,-0.6819576727005078,-0.6671620850616038
13440522.935120009,2.257612549209016,1.0391507823966528,7.3155611853577875,49.89364325604348,0.4502539065092519,1.0586711691726227,0.4857502329533757,0.5142497670466242,0.2135167931904103,0.1591225608824227,0.0716455546510671,0.1054805535062374
6069029.042292789,1.373263141903515,0.6197110903591041,9.556256376666644,38.19487313998969,0.5010004565746641,1.0614170853148708,0.4851031880563147,0.5148968119436852,0.1520385495579432,0.1130667674650507,0.0566465021234117,0.0919375190000763
59071509.40395517,0.640396065199211,0.0110981769096899,0.133329031687985,2737.5883210054994,0.0562491882176954,7.576110362729963,0.1166029770728927,0.8833970229271072,0.0177169057204605,0.0418171854334911,0.0023521827341827,0.0064910306127347
96.0813746438858,1.268232965427669,0.3119460228838085,2.981996244078832,122.4012272734274,0.843130924781638,2.1526400884363244,0.3171944693807371,0.6828055306192629,0.0569073928086271,0.0438963335906012,0.0370103563347668,0.1437047574739564
11450187.989225913,0.27481723811582,0.1276226388044617,9.937433870551988,36.72980416821889,0.5189828512335504,0.6872778631773456,0.592670609757708,0.407329390242292,0.3079644483004295,0.2370119892370584,0.1230051579507841,0.2502370632896757
-778867.3031949048,30.171580970947392,17.204857444561775,87.04389069800368,4.193286824302893,0.189758703317122,0.4773264437021006,0.6768984636151599,0.32310153638484,-1.931599519186195,-2.0135851045314586,-0.3820952984545612,-0.3679359248931876
