Company,Tahun_Buku,Tanggal Rilis,kas,jumlah_aset_lancar,persediaan,piutang,jumlah_aset_tidak_lancar,jumlah_aset,jumlah_liabilitas_jangka_pendek,jumlah_liabilitas_jangka_panjang,jumlah_ekuitas,jumlah_liabilitas,pendapatan,cogs,laba_bruto,laba_rugi,laba_rugi_komprehensif,EPS,category,7D_Avg
SWAT,2020,2021-05-31 14:17:00,20859461393.0,255765044222.0,99378985967.0,122330948447.0,385170502336.0,640935546558.0,231201000022.0,53202325605.0,356532220931.0,284403325627.0,195244739325.0,-151981192616.0,3242475805.0,2145671792.0,1959748852.0,0.71,General,86.71428571428571
TALF,2020,2021-05-25 15:45:00,55386586098.0,490284080260.0,219656022775.0,211237928845.0,984188435906.0,1474472516166.0,263432699854.0,190854500084.0,1020185316228.0,454287199938.0,1022101048870.0,-921154417190.0,28621059866.0,18488700221.0,13676730051.0,13.04,General,290.56954520089283
TAMA,2020,2021-05-25 09:35:00,931086534.0,13318572921.0,,1516711687.0,155384724312.0,168703297233.0,69689655173.0,49095951971.0,49917690089.0,118785607144.0,25376582800.0,-14321377215.0,-3135389918.0,-4045224902.0,-3886064902.0,-4.0,Property,54.714285714285715
TAMU,2020,2021-05-31 18:27:00,2612659.0,8408945.0,,5455988.0,73611763.0,82020708.0,5642451.0,36168247.0,40210010.0,41810698.0,15220802.0,-13047336.0,-515409.0,-929227.0,-926221.0,0.00025,Infrastructure Industry,50.0
TAPG,2020,2021-04-26 11:58:00,1489961.0,2572084.0,636749.0,153864.0,9751886.0,12323970.0,1913632.0,3754056.0,6656282.0,5667688.0,5265785.0,-3872987.0,1070884.0,932735.0,905379.0,48.0,General,619.6356201171875
TARA,2020,2021-05-31 12:23:00,3000420922.0,11529141728.0,7799639000.0,528461806.0,1075068329642.0,1086597471370.0,44834819421.0,567222028.0,1041195429921.0,45402041449.0,8918828413.0,-1844426610.0,-12387767711.0,-12547995411.0,-12532407132.0,-1.26,Property,50.0
TAXI,2020,2021-06-14 16:55:00,22468839.0,24092469.0,1087873.0,75542243.0,81168836.0,243302339.0,7821805.0,4409693.0,-520326619.0,763628958.0,21541634.0,-95435084.0,-73000559.0,-53221960.0,-52073509.0,-53126970.0,Infrastructure Industry - liqudity,50.0
TBIG,2020,2021-08-12 10:53:00,947341.0,3227394.0,118312.0,1508211.0,33293909.0,36521303.0,13777876.0,13439589.0,9303838.0,27217465.0,5327689.0,-1093065.0,1665177.0,1066576.0,4398787.0,48.4,Infrastructure Industry,2963.1326729910716
TBLA,2020,2021-03-05 18:33:00,479577.0,8027179.0,2301868.0,3036344.0,11404114.0,19431293.0,5385025.0,8157412.0,5888856.0,13542437.0,10863256.0,-8239389.0,901334.0,680730.0,700746.0,128.23,General,803.463134765625
TBMS,2020,2021-04-06 16:46:00,38238332.0,126664186.0,18751919.0,66804231.0,30169060.0,156833246.0,105276591.0,136302.0,51420353.0,105412893.0,451052811.0,-436367465.0,5789667.0,4504285.0,4504285.0,0.01,General,942.9653058733259
TCID,2020,2021-04-09 08:43:00,457984350641.0,1343961709769.0,527537794084.0,351351079540.0,970828346233.0,2314790056002.0,131087175475.0,317715961088.0,1865986919439.0,448803136563.0,1989005993587.0,-1534276464935.0,-57357757687.0,-54776587213.0,-68708897583.0,-272.0,General,3147.89208984375
TCPI,2020,2021-05-10 15:57:00,34134.0,771851.0,21022.0,688669.0,1980360.0,2752211.0,936229.0,384424.0,1431558.0,1320653.0,1672368.0,-1388554.0,57886.0,57730.0,25193.0,11.0,Infrastructure Industry,7610.966657366072
TDPM,2020,2022-02-22 10:40:00,1394188.0,144164370.0,10429484.0,124340629.0,205044957.0,349209327.0,139741805.0,54930146.0,154537376.0,194671951.0,198808539.0,-163649707.0,-4029340.0,-3454919.0,-3475191.0,-0.00033,General,119.0
TEBE,2020,2021-05-28 20:44:00,45361957.0,82923190.0,3593709.0,33680960.0,751115725.0,834038915.0,78671662.0,99988283.0,655378970.0,178659945.0,197952877.0,-160440171.0,-2066794.0,-2525004.0,3789858.0,-0.01,Infrastructure Industry,344.3494349888393
TECH,2020,2021-05-10 19:20:00,44123669532.0,61889199077.0,40173321.0,17725356224.0,3362560598.0,65251759675.0,6716633187.0,5513694702.0,53021431786.0,12230327889.0,21552522737.0,-4575668890.0,2451006376.0,1602316740.0,922110075.0,1.44,General,2357.1428571428573
TFAS,2020,2021-05-31 11:43:00,23039705426.0,211499886509.0,95219992007.0,79451841228.0,12489959710.0,223989846219.0,61938860347.0,4029050027.0,158021935845.0,65967910374.0,568485276455.0,-523980652549.0,9848495903.0,6462425274.0,6000563251.0,3.91,General,2900.0
TFCO,2020,2021-06-02 17:18:00,56167126.0,115472289.0,30561909.0,18117958.0,202250582.0,317722871.0,22249879.0,6160348.0,289312644.0,28410227.0,148735880.0,-144595029.0,313633.0,-857539.0,-754103.0,-0.0002,General,721.4285714285714
TGKA,2020,2021-04-16 20:25:00,1051601901692.0,3067116650845.0,643852616236.0,1294890298113.0,294839547115.0,3361956197960.0,1406291340510.0,356992629183.0,1598672228267.0,1763283969693.0,12488883541697.0,-10806684751704.0,625284763496.0,478561152411.0,471789773511.0,521.03,General,7677.513811383928
TGRA,2020,2021-07-27 17:43:00,339874760.0,13204775945.0,,2845944642.0,430579008534.0,443783784479.0,20643035189.0,65562987171.0,357577762119.0,86206022360.0,12427172430.0,-8449508057.0,7259119589.0,4311511019.0,4673259691.0,0.662324084,Infrastructure Industry,103.14285714285714
TIFA,2020,2021-04-16 10:04:00,137549931.0,255822098.0,,15120183.0,35595769.607,1103815967.0,569799299.0,81204238.0,365195595.0,738620372.0,138385721.0,-108902042.0,24514794.0,14885370.0,14946522.0,13.79,Finance Industry,1353.5714285714287
TINS,2020,2021-03-13 21:36:00,807300.0,6557264.0,2881466.0,1236317.0,7960436.0,14517700.0,5865165.0,3712399.0,4940136.0,9577564.0,15215980.0,-14096099.0,-269760.0,-340602.0,-382557.0,-45.0,General,1673.401890345982
TIRA,2020,2021-07-31 10:41:00,8285663607.0,171538511236.0,78631807448.0,66825334070.0,173422755866.0,344961267102.0,126018348235.0,56762801157.0,162180117710.0,182781149392.0,251135073681.0,-160924558001.0,1026256821.0,2361587860.0,18075196306.0,4.02,General,358.0
TIRT,2020,2021-04-28 12:00:00,9049376833.0,143392688609.0,113929103339.0,17935595581.0,251332855114.0,394725543723.0,423487395154.0,361560947733.0,-390322799164.0,785048342887.0,168879831491.0,-462214490044.0,-400263966463.0,-414398439415.0,-426269024900.0,-409.58,General,50.285714285714285
TKIM,2020,2021-04-09 08:49:00,161037.0,837038.0,261810.0,116679.0,2236126.0,3073164.0,605512.0,955175.0,1512477.0,1560687.0,866453.0,-746850.0,152979.0,148334.0,144721.0,0.0476,General,10011.921595982143
TLKM,2020,2021-04-29 17:14:00,20589.0,46503.0,983.0,16775.0,200440.0,246943.0,69093.0,56961.0,120889.0,126054.0,136462.0,-4520.0,38775.0,29563.0,25986.0,210.01,Infrastructure Industry,2815.1717703683034
TMAS,2020,2021-06-02 11:11:00,120586.0,410184.0,59821.0,201264.0,3426856.0,3837040.0,902798.0,1723297.0,1210945.0,2626095.0,2669618.0,-2249132.0,68903.0,52214.0,48254.0,11.0,Infrastructure Industry,-4.323204687663487
TMPO,2020,2022-04-28 09:00:00,16276839.0,165017567.0,22369314.0,117815431.0,204223133.0,369240700.0,90420529.0,90908653.0,187911518.0,181329182.0,191646866.0,-134977880.0,-52054984.0,-50074945.0,-50727167.0,-45.11,General,130.0
TNCA,2020,2021-05-31 21:27:00,6991749935.0,18403211935.0,173673629.0,11237788371.0,29672851844.0,48076063779.0,4521806377.0,3614287377.0,39939970025.0,8136093754.0,68821011923.0,-52841332678.0,-2036742570.0,-3185219424.0,-2264843932.0,-7.55,General,342.85714285714283
TOBA,2020,2021-05-03 13:57:00,25006841.0,70359369.0,23895997.0,20917880.0,701512418.0,771871787.0,96121076.0,384836551.0,290914160.0,480957627.0,331932404.0,-296182526.0,42082914.0,35803866.0,34075951.0,0.0031,General,483.6096932547433
TOPS,2020,2021-03-31 18:10:00,11996667093.0,1584474827073.0,32386859815.0,318423549769.0,765906598325.0,2350381425398.0,791959604676.0,712709908521.0,845711912201.0,1504669513197.0,319671780376.0,-312656590287.0,-125689358046.0,-135279511457.0,-135284131457.0,-4.06,Infrastructure Industry,50.0
TOTL,2020,2021-03-31 12:43:00,607936085.0,2201902161.0,,1063965295.0,687157577.0,2889059738.0,1476857796.0,273037914.0,1139164028.0,1749895710.0,2292693925.0,-2019621678.0,112230137.0,108580758.0,105308025.0,31.93,Property,227.2172611781529
TOTO,2020,2021-04-29 13:13:00,474357810883.0,1346577922442.0,448138928884.0,419322436288.0,1760832190736.0,3107410113178.0,311318199889.0,872528984646.0,1923562928643.0,1183847184535.0,1622319756389.0,-1419675181146.0,-1778690961.0,-30689667468.0,30260364942.0,-2.97,General,180.4000200544085
TOWR,2020,2021-05-01 10:53:00,1442627.0,3002332.0,,1420134.0,31247218.0,34249550.0,7225188.0,16840314.0,10184048.0,24065502.0,7445426.0,-2059254.0,3398921.0,2853617.0,2895427.0,57.0,Infrastructure Industry,1076.6929582868304
TOYS,2020,2021-05-11 15:15:00,2017685563.0,355596319473.0,97279172432.0,256074042811.0,16578053757.0,372174373230.0,97680688889.0,4441516871.0,270052167470.0,102122205760.0,146671339705.0,-118007852273.0,542858985.0,419605009.0,961130448.0,0.39,General,150.71428571428572
TPIA,2020,2021-03-03 15:34:00,918917.0,1502145.0,258663.0,152209.0,2091602.0,3593747.0,863813.0,918506.0,1811428.0,1782319.0,1806444.0,-1641322.0,28839.0,51542.0,51716.0,0.0029,General,2416.5599190848216
TPMA,2020,2021-03-31 11:25:00,5708607.0,18333067.0,312487.0,12311973.0,85428200.0,103761267.0,16764282.0,9993234.0,77003751.0,26757516.0,39761788.0,-31945088.0,2562232.0,2085091.0,2165814.0,0.0008,Infrastructure Industry,844.452863420759
TRAM,2020,2023-03-01 21:15:00,206739473.0,703287335.0,,269762993.0,4700836980.0,5404124315.0,1842535936.0,2240240534.0,1321347845.0,4082776470.0,3553656185.0,-3552706752.0,-1165191440.0,-1113676169.0,-1112931461.0,-0.0165,Infrastructure Industry,50.0
TRIL,2020,2021-08-06 16:39:00,4937686066.0,87330392540.0,61765328956.0,20484877518.0,42798135739.0,130128528279.0,18770910109.0,3426702281.0,107930915889.0,22197612390.0,6175945533.0,-4928878979.0,-5729743908.0,-5583232681.0,-5583232681.0,-3.78,General,
TRIM,2020,2021-05-05 17:56:00,421047948509.0,518663100254.0,,1187978444222.0,55497144123.0,2676388595952.0,21728111511.0,182620495092.0,822343473491.0,1854045122461.0,23158103650.0,-113095750446.0,62694164856.0,28284893385.0,26550230985.0,3.98,Securities Industry,138.28571428571428
TRIN,2020,2021-05-30 21:55:00,17068232.0,612974786.0,524286805.0,69074280.0,859190198.0,1472164984.0,357508020.0,408005272.0,706651692.0,765513292.0,3730862.0,-640156.0,7830345.0,7865425.0,8625039.0,4.11,Property,161.14285714285714
TRIO,2020,2021-03-22 23:54:00,13006175908.0,70185025171.0,47345192261.0,9262693308.0,41110470524.0,111295495695.0,972203816034.0,3111866565475.0,-3972774885814.0,4084070381509.0,494469692213.0,-466581209560.0,-277923559679.0,-276596537437.0,-272665402809.0,-10.42,General,
TRIS,2020,2021-04-26 17:08:00,106826878359.0,684007219503.0,353273722219.0,196445784021.0,384933481027.0,1068940700530.0,362127923921.0,62116267189.0,644696509420.0,424244191110.0,1141269765789.0,-908604417353.0,11884360558.0,-3987303838.0,-1136778679.0,-3.38,General,121.09906441824776
TRJA,2020,2021-05-09 12:58:00,4803810619.0,132868456460.0,16221718970.0,59417135018.0,472665533842.0,605533990302.0,221545838833.0,104494776956.0,279493374513.0,326040615789.0,402461051428.0,-225206184532.0,44524981904.0,38318498356.0,37250961881.0,30.93,Infrastructure Industry,162.14537920270647
TRST,2020,2021-05-31 14:53:00,33359583433.0,1337085097940.0,659317026781.0,598888718602.0,2886217289831.0,4223302387771.0,1163590483941.0,792901469549.0,2266810434281.0,1956491953490.0,2991912117541.0,-2644989179914.0,46317333298.0,73277742422.0,111501625484.0,26.0,General,469.55389404296875
TRUK,2020,2021-05-24 11:47:00,1736720140.0,10950372543.0,8940000.0,9204712403.0,75191371427.0,86141743970.0,16591014668.0,6059474240.0,63491255062.0,22650488908.0,42839805962.0,-40203812179.0,-8913969494.0,-9242134862.0,-9308159222.0,-21.25,General,93.14285714285714
TRUS,2020,2021-04-13 08:55:00,21946300.0,27299479236.0,,37996605813.0,8612648636.0,325525285622.0,1823630121.0,7048036370.0,302817762637.0,22707522985.0,49241591915.0,-14492108922.0,23047815998.0,18139491535.0,18384513635.0,22.67,Finance Industry,312.0
TSPC,2020,2021-03-31 22:53:00,2645930816069.0,5941096184235.0,1488087633710.0,1617886655975.0,3163561349131.0,9104657533366.0,2008023494282.0,719398331329.0,6377235707755.0,2727421825611.0,10968402090246.0,-7055613010741.0,1064448534874.0,834369751682.0,843904265909.0,175.0,General,1299.0860421316963
TUGU,2020,2021-05-04 01:21:00,318092437.0,14881176669.0,,1988870220.0,3790327763.0,19460094655.0,1510809921.0,9207292584.0,8458562947.0,11001531708.0,6057126567.0,-2282761172.0,346473093.0,271915938.0,333605408.0,149.0,Insurance,618.9430018833706
UANG,2020,2021-05-29 12:11:00,1798704660.0,142708212160.0,,4484475000.0,177827745798.0,320535957958.0,80759957643.0,125335166555.0,114440833760.0,206095124198.0,11153312740.0,-6658444305.0,-29350190026.0,-29255872452.0,-29832918141.0,-25.45,Property,500.42857142857144
UCID,2020,2021-02-23 13:53:00,1429293.0,4560148.0,591966.0,2096708.0,3084303.0,7644451.0,2590637.0,559174.0,4494640.0,3149811.0,8433933.0,-6707984.0,468055.0,311682.0,318346.0,75.0,General,1440.4921700613838
UFOE,2020,2021-05-05 15:53:00,6579681086.0,160702460374.0,127389248057.0,25813872067.0,157888140933.0,318590601307.0,172759950273.0,20156615013.0,125674036021.0,192916565286.0,695490107908.0,-630313006986.0,11860698209.0,9445128541.0,8849088043.0,5.1307113803278686,General,1009.4570922851562
ULTJ,2020,2021-04-21 18:35:00,1649669.0,5593421.0,924639.0,672288.0,3160695.0,8754116.0,2327339.0,1645040.0,4781737.0,3972379.0,5967362.0,-3738835.0,1421517.0,1109666.0,1136327.0,100.0,General,1418.8241315569196
UNIC,2020,2021-04-07 15:40:00,61811686.0,183171159.0,82537668.0,38599361.0,59085212.0,242256371.0,37344463.0,6197943.0,198713965.0,43542406.0,324957368.0,-269510754.0,38269549.0,27294821.0,28530688.0,0.0723,General,6670.656040736607
UNIQ,2020,2021-05-31 09:47:00,1288714395.0,179504843132.0,3529266229.0,137413672508.0,359649371629.0,539154214761.0,209753907011.0,54009744810.0,275390562940.0,263763651821.0,296492159634.0,-262481543087.0,2931318953.0,-1990358075.0,-2351087048.0,-0.8,General,98.55447496686664
UNSP,2020,2021-06-15 13:55:00,87465.0,765837.0,203975.0,128724.0,6810253.0,7576090.0,12734760.0,1851789.0,-7010459.0,14586549.0,2506717.0,-2107993.0,-794386.0,-954115.0,-1003565.0,-307.32,General,109.42857142857143
UNTR,2020,2021-02-25 15:56:00,20498574.0,44195782.0,8002357.0,12080767.0,55605181.0,99800963.0,20943824.0,15709999.0,63147140.0,36653823.0,60346784.0,-47357491.0,7011186.0,5632425.0,5417963.0,1609.0,General,16628.24148995536
UNVR,2020,2021-02-04 16:04:00,844076.0,8828360.0,2463104.0,5431181.0,11706272.0,20534632.0,13357536.0,2239728.0,4937368.0,15597264.0,42972474.0,-20515484.0,9206869.0,7163536.0,7056606.0,188.0,General,6492.999162946428
URBN,2020,2021-03-31 21:36:00,101488132786.0,2284957521242.0,1394604480038.0,629903216603.0,1656706423845.0,3941663945087.0,1679220849324.0,174519689567.0,2087923406196.0,1853740538891.0,128943932680.0,-101351453812.0,121578955438.0,99273623486.0,100529706530.0,26.71,Property,410.2857142857143
VICI,2020,2021-03-31 20:10:00,68657866358.0,519861373021.0,222363706593.0,228839800070.0,439907657259.0,959769030280.0,229460145193.0,100078234342.0,630230650745.0,329538379535.0,1046188914330.0,-526766578468.0,193615157762.0,148365915585.0,145591235643.0,25.83,General,350.4197038922991
VICO,2020,2021-05-28 17:45:00,2556290042.0,24559677724.0,,15030979716.0,2402282957.0,26961960681.0,22279221896.0,1547744265.0,3134994520.0,23826966161.0,864181616.0,-596052897.0,-288219153.0,-238080320.0,-140908267.0,-11.278955421694063,General,127.0
VINS,2020,2021-04-29 17:38:00,4445852808.0,317020423849.0,,66795654502.0,5021972971.0,322342387320.0,49858386771.0,66047703195.0,184247090444.0,138095296876.0,106850587146.0,-31342047061.0,6347499499.0,6211645756.0,11475742070.0,4.26,Insurance,99.72418539864677
VIVA,2020,2021-04-09 14:19:00,39436201.0,3859597008.0,437160472.0,1124069762.0,4724684922.0,8584281930.0,7910773514.0,459073171.0,214435245.0,8369846685.0,1830516513.0,-733801953.0,-778068215.0,-809081475.0,-889660613.0,-49.683,General,69.0
VOKS,2020,2021-04-21 08:22:00,142143289755.0,2173087705411.0,580435561773.0,1021697691436.0,742547354481.0,2915635059892.0,1180663259903.0,622850757729.0,1112121042260.0,1803514017632.0,1834162436964.0,-1475150649282.0,7158362929.0,2783763185.0,2502860323.0,0.67,General,203.71428571428572
VRNA,2020,2021-03-08 15:01:00,461204.0,268085223.0,,1212176268.0,101775012.0,2679921626.0,1284678.0,19896051.0,631897234.0,2048024392.0,288083051.0,-220734507.0,-1570745.0,2995118.0,3343358.0,0.53,Finance Industry,152.57142857142858
WAPO,2020,2021-05-04 09:01:00,5795700275.0,44921451967.0,19239222924.0,18439555125.0,47705653900.0,92627105867.0,15413021039.0,589026110.0,76625058718.0,16002047149.0,227388566486.0,-225664526692.0,-1467750510.0,-1465267839.0,-1625024639.0,-0.01,General,98.0
WEGE,2020,2021-03-15 07:56:00,1507999460818.0,4702708394284.0,376529557724.0,1256997617798.0,1379174482365.0,6081882876649.0,3164038985852.0,722939475056.0,2194904415741.0,3886978460908.0,2810083762049.0,-2598013836942.0,156254284506.0,156349499437.0,155720807722.0,16.01,General,213.0753217424665
WEHA,2020,2021-05-17 18:56:00,1550765075.0,11358991009.0,1230323907.0,8546711063.0,209525913481.0,220884904490.0,30824345288.0,72063538380.0,117997020822.0,102887883668.0,70513990516.0,-71975560170.0,-43981201153.0,-33601480667.0,-33871079945.0,-38.0,Infrastructure Industry,70.42857142857143
WICO,2020,2021-06-03 08:37:00,22626581402.0,594790929582.0,181822430155.0,390341918025.0,82828138333.0,677619067915.0,446454025409.0,22494563659.0,208670478847.0,468948589068.0,3097194461934.0,-2842951459588.0,-41008773290.0,-41008773290.0,-38864383290.0,-32.32,General,440.0
WIFI,2020,2021-06-03 12:55:00,26212493430.0,117363600593.0,3612032330.0,86800246418.0,393136675839.0,510500276432.0,49826734387.0,47451557215.0,413221984830.0,97278291602.0,47504673355.0,-20265751695.0,3360634381.0,924320699.0,909361418.0,0.47,General,1058.5714285714287
WIIM,2020,2021-04-22 09:32:00,429554512285.0,1288718539539.0,668514572920.0,134527613533.0,325723467989.0,1614442007528.0,351790782502.0,76799383517.0,1185851841509.0,428590166019.0,1994066771177.0,-1368626457514.0,215214468586.0,172506562986.0,160077904492.0,82.03,General,757.060320172991
WIKA,2020,2021-03-26 20:37:00,14951761071.0,47980945725.0,9813054227.0,17815175960.0,20128239488.0,68109185213.0,44168467736.0,7283292406.0,16657425071.0,51451760142.0,16536381639.0,-15011596163.0,310275688.0,322342513.0,301567463.0,20.71,Infrastructure Industry,1530.0
WINS,2020,2021-04-26 08:28:00,2242091.0,44888337.0,,22637671.0,175425053.0,220313390.0,35648184.0,44250848.0,140414358.0,79899032.0,43370865.0,-42241945.0,-14798130.0,-14933328.0,-14243923.0,-0.000291,Infrastructure Industry,98.14285714285714
WMUU,2020,2021-05-05 18:20:00,19073892277.0,467527900229.0,83633164507.0,71864602652.0,948966479979.0,1416494380208.0,443048018339.0,296505778821.0,676940583048.0,739553797160.0,1149283261706.0,-988594990786.0,94607302040.0,73450095335.0,76438393070.0,16.78,General,199.38017054966517
WOMF,2020,2021-02-25 16:01:00,634520.0,708266.0,,4323108.0,256875.0,5283702.0,1802131.0,458614.0,1213345.0,4070357.0,1688398.0,-1542888.0,87274.0,57378.0,74130.0,16.48,Finance Industry,230.0323006766183
WOOD,2020,2021-04-27 18:05:00,42104786227.0,3392961858575.0,2112619684285.0,1175028874581.0,2556044927935.0,5949006786510.0,2550520191952.0,368649212869.0,3029837381689.0,2919169404821.0,2968618441357.0,-1972070202200.0,412446157316.0,314373402229.0,329266114364.0,49.79,General,783.4167567661831
WOWS,2020,2021-09-08 10:54:00,1850983664.0,356617698072.0,54383564758.0,38472164199.0,408660259280.0,765277957352.0,111571386583.0,59749622909.0,593956947860.0,171321009492.0,112449256639.0,-86895312850.0,2454652364.0,1432816106.0,1277297461.0,0.58,General,55.42857142857143
WSBP,2020,2021-03-31 19:06:00,244198852485.0,4969133135567.0,1076331342507.0,2093722395440.0,5588417603676.0,10557550739243.0,7363940971446.0,2036180289713.0,1157429478084.0,9400121261159.0,2211413142070.0,-5558256051920.0,-5091122873621.0,-4759958927543.0,-4817653151753.0,-194.16,General,202.28571428571428
WSKT,2020,2021-03-26 09:01:00,1213437371866.0,32538762593246.0,4208986491544.0,24994072028009.0,73050197466759.0,105588960060005.0,48237835913277.0,40773569381438.0,16577554765290.0,89011405294715.0,16190456515103.0,-18168339421735.0,-9729421929853.0,-9495726146546.0,-9401232005005.0,-543.5818636827995,Infrastructure Industry,1175.0
WTON,2020,2021-03-10 21:33:00,1542217223256.0,5248208303785.0,793744013430.0,984049968505.0,3260808995809.0,8509017299594.0,4706620585979.0,411823714491.0,3390572999124.0,5118444300470.0,4803359291718.0,-4493836346777.0,130504809969.0,123147079420.0,120990297330.0,14.692557277885726,General,332.2405090332031
YELO,2020,2021-02-24 18:33:00,4271489723.0,16324287094.0,,10220541196.0,32337526088.0,48661813182.0,6397447810.0,320463843.0,41943901529.0,6717911653.0,2270040538.0,,-43040177630.0,-40194972779.0,-39920462984.0,-105.76,General,120.28571428571429
YPAS,2020,2021-03-31 09:58:00,1273544313.0,159992983032.0,60130750613.0,98588688106.0,115789189678.0,275782172710.0,91457880845.0,53027867445.0,131296424420.0,144485748290.0,303203668856.0,-265558897419.0,10102793190.0,8334858402.0,10102487280.0,12.0,General,456.0
YULE,2020,2021-04-08 19:44:00,80269474317.0,84403370492.0,,5527157083.0,491115211.0,363109941091.0,254762401.0,379293039.0,347580790555.0,15529150536.0,4665734970.0,-9385334246.0,-8529682569.0,-7225945114.0,-7242826898.0,-4.82,Securities Industry,412.85714285714283
ZBRA,2020,2021-04-08 21:18:00,298567300.0,1220764274.0,33936622.0,888260352.0,5465422255.0,6686186529.0,14884098201.0,2425744960.0,-10623656632.0,17309843161.0,14697201356.0,-12177966715.0,-2354728343.0,-1628409985.0,-1537321579.0,-1.9,General,915.7142857142857
ZINC,2020,2021-05-28 18:53:00,74705135623.0,362744240649.0,74320535607.0,203861709650.0,1027704518846.0,1390448759495.0,309088351977.0,271598006472.0,809762401046.0,580686358449.0,608099038727.0,-446344361408.0,55420022905.0,29122291312.0,28804413372.0,1.23,General,136.85714285714286
ZONE,2020,2021-04-07 21:25:00,9952854519.0,274717935896.0,233118090002.0,29525161262.0,288910613889.0,563628549785.0,173514247895.0,129680294628.0,260434007262.0,303194542523.0,326772159406.0,-149995139724.0,-44495233643.0,-37620281385.0,-37813306283.0,-40.0,General,425.9816109793527
ZYRX,2020,2021-05-07 16:58:00,7220116079.0,94688165466.0,33147160499.0,54320888888.0,34976884549.0,129665050015.0,55095387192.0,22643731728.0,51925931095.0,77739118920.0,223464299075.0,-157924054141.0,48626347296.0,36377166918.0,34259746938.0,48.78,General,469.41639927455356
AALI,2021,2022-02-24 15:35:00,3896022.0,9414208.0,3023478.0,665771.0,20985698.0,30399906.0,5960396.0,3268337.0,21171173.0,9228733.0,24322048.0,-19492034.0,2913169.0,2067362.0,2454074.0,1024.25,General,11055.764927455357
ABBA,2021,2022-06-17 18:00:00,18722391189.0,52749343689.0,4781436941.0,28607664754.0,471883555999.0,524632899688.0,145859034017.0,213903420681.0,164870444990.0,359762454698.0,168792972085.0,-91466188790.0,-33630511703.0,-35893953013.0,269389663148.0,-8.09,General,172.28571428571428
ABDA,2021,2022-03-31 21:57:00,385152941.0,2222334476.0,,123343721.0,273556092.0,2495890568.0,45599268.0,938188238.0,1512103062.0,983787506.0,607863251.0,-551496056.0,174699981.0,157351069.0,166461108.0,253.0,Insurance,6312.32861328125
ABMM,2021,2022-07-12 09:02:00,237220441.0,495193191.0,39686982.0,182967450.0,541510968.0,1036704159.0,299692977.0,380122065.0,356889117.0,679815042.0,1021865474.0,-655508696.0,247791114.0,186183903.0,190560693.0,0.05376,General,1987.1768275669642
ACES,2021,2022-03-30 22:05:00,2543833653523.0,5192108153404.0,2367948502132.0,257185651578.0,1997708218030.0,7189816371434.0,722537447543.0,954520296117.0,5512758627774.0,1677057743660.0,6543362698900.0,-3330713867112.0,858919125667.0,718802339551.0,840936602231.0,41.18,General,993.2428676060268
ACST,2021,2022-02-24 15:48:00,471657.0,485536.0,115506.0,648035.0,576660.0,2478713.0,39461.0,56224.0,1115731.0,1362982.0,1494671.0,-79306.0,-698951.0,-693366.0,-686698.0,-82.0,General - liquidity,185.85714285714286
ADCP,2021,2022-03-20 19:09:00,60530437116.0,3635321504731.0,3233978346534.0,68737188083.0,2343352433406.0,5978673938137.0,3519129820480.0,359348671153.0,2100195446504.0,3878478491633.0,563688066425.0,-416880451565.0,130363628274.0,130360626634.0,130360626634.0,6.0,General,91.54919542585101
ADES,2021,2022-04-26 10:26:00,380237.0,673394.0,98316.0,177928.0,630714.0,1304108.0,268367.0,65924.0,969817.0,334291.0,935075.0,-435507.0,337828.0,265758.0,269309.0,451.0,General,4404.285714285715
ADHI,2021,2022-03-16 23:49:00,3152278749730.0,31600942926217.0,7451040279222.0,3828625216115.0,8299394908402.0,39900337834619.0,31127451942313.0,3115178689881.0,5657707202425.0,34242630632194.0,11530471713036.0,-9774045780098.0,443079521850.0,86499800385.0,82866755067.0,15.49775872154161,Property,750.7142857142857
ADMF,2021,2022-05-09 15:27:00,153864.0,2190663.0,650.0,20042487.0,513626.0,23725885.0,9355833.0,679249.0,8887006.0,14838879.0,7954753.0,-4538039.0,1598203.0,1212700.0,1474731.0,1213.0,Finance Industry,7379.328543526785
ADMG,2021,2022-04-21 15:57:00,11354939.0,82113507.0,35114481.0,18190708.0,121677598.0,203791105.0,23754846.0,8602825.0,171433434.0,32357671.0,190192551.0,-190495645.0,937268.0,761546.0,3981766.0,0.0002,General,178.42857142857142
ADMR,2021,2022-03-01 20:56:00,180828189.0,316529859.0,33120686.0,95108520.0,649172666.0,965702525.0,92427670.0,667830842.0,205444013.0,760258512.0,460170748.0,-219720456.0,201916864.0,156711652.0,156704827.0,0.0096,General,1609.2857142857142
ADRO,2021,2022-03-04 10:28:00,1811141.0,2838132.0,125738.0,604889.0,4748804.0,7586936.0,1361558.0,1767063.0,4458315.0,3128621.0,3992718.0,-2222972.0,1486251.0,1028593.0,1107105.0,0.03,General,2447.0910295758927
AGAR,2021,2022-04-26 10:30:00,8208762363.0,132333523487.0,73417537512.0,50267533705.0,46856034197.0,179189557684.0,59410870171.0,11238294354.0,108540393159.0,70649164525.0,392655804739.0,-359459706358.0,2165784223.0,1676533638.0,1995003381.0,1.99,General,337.7142857142857
AGII,2021,2022-04-11 10:52:00,809094.0,2044419.0,459195.0,709223.0,6120180.0,8164599.0,1979987.0,2601687.0,3582925.0,4581674.0,2738813.0,-1507448.0,275898.0,211485.0,214372.0,67.0,General,2184.29159109933
