Company,Tahun_Buku,Tanggal Rilis,kas,jumlah_aset_lancar,persediaan,piutang,jumlah_aset_tidak_lancar,jumlah_aset,jumlah_liabilitas_jangka_pendek,jumlah_liabilitas_jangka_panjang,jumlah_ekuitas,jumlah_liabilitas,pendapatan,cogs,laba_bruto,laba_rugi,laba_rugi_komprehensif,EPS,category,7D_Avg
HITS,2021,2022-04-29 08:41:00,19112521.0,43592371.0,3845261.0,15695703.0,179990710.0,223583081.0,52211753.0,107841064.0,63530264.0,160052817.0,84986938.0,-71439624.0,-11448008.0,-12909706.0,-17202091.0,-0.00204,Infrastructure Industry,1175.0
HKMU,2021,2022-03-07 16:44:00,3482249454.0,377302397528.0,222572822344.0,133551708882.0,343338474698.0,720640872226.0,291936129718.0,199471774509.0,229232967999.0,491407904227.0,389704532869.0,-334546979396.0,-256648733017.0,-233183343268.0,-234274555824.0,-71.71,General,50.0
HMSP,2021,2022-03-24 16:30:00,17843656.0,41323105.0,17781747.0,3764309.0,11767323.0,53090428.0,21964259.0,1934763.0,29191406.0,23899022.0,98874784.0,-81955013.0,9152166.0,7137097.0,7363668.0,61.0,General,815.3580583844866
HOKI,2021,2022-04-28 19:52:00,4842160614.0,450325961390.0,149626654775.0,295700187672.0,538793353944.0,989119315334.0,280958063589.0,39500652299.0,668660599446.0,320458715888.0,933597187584.0,-820501051093.0,17997743133.0,12533087704.0,15777435517.0,1.4,General,144.705073765346
HOMI,2021,2022-04-27 15:50:00,14129544447.0,128453278883.0,108441340728.0,4243455654.0,137355955323.0,265809234206.0,128670378862.0,17237922400.0,119900932944.0,145908301262.0,62895985398.0,-6745031115.0,6936172128.0,5363772499.0,5403982499.0,6.81,Property,658.9285714285714
HOPE,2021,2022-06-22 17:06:00,620543972.0,109268786802.0,47497052872.0,60664612060.0,72377380398.0,181646167200.0,58150007533.0,2503814896.0,120992344771.0,60653822429.0,50234984440.0,-43110832554.0,-6818357592.0,-5392704259.0,-5111473002.0,-2.53,General,185.14285714285714
HRME,2021,2022-05-09 10:26:00,18563627380.0,25669613281.0,368338909.0,6737646992.0,899931440818.0,925601054099.0,22954983492.0,247211356103.0,655434714504.0,270166339595.0,66395265475.0,-29374278902.0,-37753776788.0,-29476884056.0,-29401815671.0,-4.95,General,52.0
HRTA,2021,2022-05-25 17:48:00,62477174192.0,3300516538001.0,1915562464156.0,1036020396409.0,177557682546.0,3478074220547.0,708362034511.0,1254159767610.0,1515552418426.0,1962521802121.0,5237905426180.0,-4665326852371.0,248165327819.0,194432397219.0,194861275301.0,41.12,General,193.1241498674665
HRUM,2021,2022-03-31 15:27:00,149354808.0,247611807.0,21292217.0,54501460.0,627009792.0,874621599.0,80577513.0,143373333.0,650670753.0,223950846.0,336175517.0,-161521114.0,127541480.0,98286586.0,99095660.0,0.02908,General,2247.1365269252233
IATA,2021,2022-09-15 19:39:00,524819.0,4937991.0,2403667.0,2009505.0,44439095.0,49377086.0,31533437.0,4323755.0,13519894.0,35857192.0,10648837.0,-8493509.0,-1450865.0,-3158080.0,-2411230.0,-3e-05,General,154.14285714285714
IBFN,2021,2022-05-25 16:38:00,11763130207.0,167937713660.0,,4152657637.0,124314503488.0,592213356000.0,64077516.0,58223936621.0,-521842043346.0,1114055399346.0,14418171613.0,-163023846184.0,-151768856508.0,-200791908885.0,-199533952175.0,-132.33,Finance Industry,97.0
IBST,2021,2022-04-26 18:27:00,1196126911652.0,2296081016362.0,107154793878.0,484027230272.0,7251052645935.0,9547133662297.0,817505939412.0,2144756202779.0,6584871520106.0,2962262142191.0,975211333352.0,-485419172161.0,75675763438.0,63351210259.0,383021200290.0,47.0,Infrastructure Industry,6004.47998046875
ICBP,2021,2022-03-31 16:18:00,20377977.0,33997637.0,5857217.0,7258526.0,84068991.0,118066628.0,18896133.0,44446632.0,54723863.0,63342765.0,56803733.0,-36526493.0,9935232.0,7900282.0,8530199.0,548.0,General,7187.840959821428
ICON,2021,2022-05-09 18:40:00,19799311281.0,249640648749.0,157117595001.0,68781903774.0,121517411153.0,371158059902.0,122009496261.0,4753720467.0,244394843174.0,126763216728.0,140656758698.0,-361680751.0,2508954187.0,237239178.0,-338841074.0,-2.29,General,73.42857142857143
IDEA,2021,2022-04-28 14:17:00,15638123173.0,35184810320.0,112310962.0,19434376185.0,49293749243.0,84478559563.0,10064038737.0,12868368090.0,61546152736.0,22932406827.0,15358970719.0,-4459340649.0,1135600627.0,720303659.0,730958447.0,2.0,General,58.372340611049104
IDPR,2021,2022-03-15 15:40:00,4580595037.0,712311241167.0,196532025256.0,260807966703.0,785394533069.0,1497705774236.0,592176776536.0,284953932408.0,620575065292.0,877130708944.0,872574156089.0,-851623851385.0,-143079229230.0,-145542289170.0,-137020489258.0,-69.0,Property,162.69935825892858
IFII,2021,2022-03-21 16:35:00,14902817134.0,341747858250.0,192406055690.0,95950567068.0,816982324169.0,1158730182419.0,53286002242.0,22075115592.0,1083369064585.0,75361117834.0,714581513385.0,-502322995642.0,105591061431.0,82349452240.0,83850770490.0,9.0,General,152.25015476771765
IFSH,2021,2022-03-30 21:31:00,32600137272.0,557958653905.0,269105625780.0,94773288960.0,451793329183.0,1009751983088.0,281951052902.0,51335660945.0,676465269241.0,333286713847.0,906259459175.0,-470547458182.0,204988955836.0,159076942627.0,158946163218.0,80.0,General,1021.561505998884
IGAR,2021,2022-04-01 21:28:00,284171918151.0,664451418649.0,153428868411.0,225754496179.0,144920165361.0,809371584010.0,91677487054.0,26225558558.0,691468538398.0,117903045612.0,970111806482.0,-791413142457.0,135948996651.0,104034299846.0,104524411336.0,75.36,General,436.7325221470424
IKAI,2021,2022-04-28 22:06:00,3647160.0,164884591.0,26705222.0,100970338.0,1078239384.0,1243123975.0,188648971.0,270846011.0,783628993.0,459494982.0,186298319.0,-105210493.0,-55482660.0,-57546560.0,-57609787.0,-4.21,General,50.0
IKAN,2021,2022-04-27 16:35:00,4083283837.0,100799802577.0,33179251950.0,62067931568.0,28282069012.0,129081871589.0,56730953387.0,1626173109.0,70724745093.0,58357126496.0,111367220162.0,-94701079119.0,2132717873.0,1599675921.0,1591052188.0,1.91,General,72.85714285714286
IKBI,2021,2022-06-30 10:56:00,4252326.0,52930938.0,24522951.0,24155661.0,58580455.0,111511393.0,38482048.0,5883258.0,67146087.0,44365306.0,231062757.0,-223813541.0,-730826.0,-458796.0,203028.0,-0.0004,General,214.28571428571428
IMAS,2021,2022-04-28 13:53:00,2942498.0,18974694.0,3780675.0,5020258.0,32048914.0,51023608.0,26528288.0,11649103.0,12846217.0,38177391.0,19174995.0,-15481609.0,5659.0,-255340.0,243403.0,-66.29,General,727.3488071986607
IMJS,2021,2022-04-28 10:33:00,1582013234112.0,8622455431795.0,50435306606.0,559598470700.0,16092938894733.0,24715394326528.0,10425774038841.0,10479503159956.0,3810117127731.0,20905277198797.0,4039420527843.0,-2636377059168.0,-68103743334.0,-80559251631.0,152693335782.0,-0.72,General,379.7604675292969
IMPC,2021,2022-03-31 15:51:00,128798781076.0,1383431547987.0,776630409949.0,386258343612.0,1478066660377.0,2861498208364.0,639768354487.0,545181473822.0,1676548380055.0,1184949828309.0,2227367211794.0,-1419602931217.0,276021681104.0,206588977295.0,239862394259.0,43.45,General,254.30633980887276
INAF,2021,2022-04-20 14:25:00,380814191220.0,1411390099989.0,333734190679.0,472753523742.0,600489296153.0,2011879396142.0,1045188438355.0,458381048281.0,508309909506.0,1503569486636.0,2901986532879.0,-2450332548549.0,8773199052.0,-37571241226.0,-23814079562.0,-12.12,General,1280.7142857142858
INAI,2021,2022-04-29 00:06:00,45519437021.0,1108631451996.0,485167456347.0,504393745918.0,434846609334.0,1543478061330.0,1086320642719.0,70513916017.0,386643502594.0,1156834558736.0,1436934034909.0,-1271211579097.0,32725079210.0,4319665242.0,65239419998.0,6.82,General,300.2857142857143
INCF,2021,2022-05-06 15:06:00,28367193224.0,408518769443.0,68055925419.0,66199156667.0,131535475384.0,540054244827.0,251602860008.0,143801780853.0,144649603966.0,395404640861.0,363604570740.0,-307296819399.0,1096259712.0,742939617.0,3122544627.0,0.51,General,50.42857142857143
INCI,2021,2022-04-28 22:32:00,78116269672.0,300178023762.0,73100689272.0,145614995672.0,210520576438.0,510698600200.0,119543694332.0,11595224728.0,379559681140.0,131138919060.0,520716778853.0,-452390606319.0,13788739152.0,11036924395.0,15587732066.0,56.0,General,522.1428745814732
INCO,2021,2022-02-24 16:16:00,508327.0,836576.0,162023.0,105508.0,1636252.0,2472828.0,168430.0,149937.0,2154461.0,318367.0,953174.0,-717810.0,220645.0,165797.0,167201.0,0.0167,General,5482.826450892857
INDF,2021,2022-03-31 16:17:00,29478126.0,54183399.0,12683836.0,9504324.0,125172794.0,179356193.0,40403404.0,52320678.0,86632111.0,92724082.0,99345618.0,-66881557.0,14456085.0,11203585.0,12127419.0,870.0,General,5629.115234375
INDO,2021,2022-04-18 18:23:00,328143482036.0,646904942434.0,,18548273790.0,333763326076.0,980668268510.0,1313759269.0,613475952.0,978741033289.0,1927235221.0,7514217633.0,-2129917659.0,8598932859.0,8598932859.0,12098345683.0,1.99,General,120.42857142857143
INDR,2021,2022-02-23 09:37:00,51058259.0,400275034.0,177498959.0,166215999.0,505222660.0,905497694.0,321910760.0,119733828.0,463853106.0,441644588.0,884101773.0,-754330528.0,100878973.0,84568285.0,83824074.0,0.1292,General,4025.2158551897323
INDS,2021,2022-04-22 11:40:00,70313379423.0,1401800862936.0,662087703816.0,562373218018.0,1763217194267.0,3165018057203.0,401426894926.0,101157760385.0,2662433401892.0,502584655311.0,2643817825127.0,-2126563303210.0,213789217074.0,158199728315.0,155999314481.0,241.69,General,2018.8999895368304
INDX,2021,2022-04-28 15:14:00,2529899911.0,15526739883.0,,9149169843.0,49638382833.0,65165122716.0,2578557569.0,9019559382.0,53567005765.0,11598116951.0,4800000000.0,-2829410227.0,-1042704406.0,-1049325947.0,-1021045898.0,-2.4,General,274.57142857142856
INDY,2021,2022-04-01 10:47:00,867404826.0,2091950362.0,43740074.0,654851700.0,1599526739.0,3691477101.0,1135763896.0,1671999540.0,883713665.0,2807763436.0,3069161119.0,-2151039318.0,502107483.0,63316596.0,90211153.0,0.0317,General,2208.154942103795
INKP,2021,2022-04-04 17:28:00,1059457.0,4702128.0,441572.0,2189381.0,4276317.0,8978445.0,2265121.0,1954614.0,4758710.0,4219735.0,3516586.0,-2288190.0,662635.0,527039.0,527948.0,0.09,General,7812.845912388393
INOV,2021,2022-04-27 09:11:00,62563576.0,360299384.0,143204149.0,121710726.0,530432414.0,890731798.0,426642689.0,129367634.0,334721475.0,556010323.0,633300205.0,-499526385.0,34365873.0,27322803.0,26842921.0,15.11,General,191.64520699637276
INPC,2021,2022-03-31 18:37:00,276539.0,17983376.0,1912962.0,12084479.0,4137999.0,26127820.0,21355546.0,177874.0,3953949.0,22173871.0,1547506.0,-894895.0,-203460.0,-168063.0,-97008.0,-97008.0,Financial and Shariah,101.28571428571429
INPP,2021,2022-04-29 18:20:00,518753168611.0,1717754709377.0,989400401156.0,135570588892.0,7027945534858.0,8745700244235.0,504518233153.0,2522993131279.0,5718188879803.0,3027511364432.0,427677089386.0,-186092668691.0,-54206954736.0,-28445978434.0,-21995800524.0,-0.46,General,433.14285714285717
INPS,2021,2022-07-11 13:53:00,865884245.0,38529570168.0,3880484638.0,29078890080.0,376974233100.0,415503803268.0,295685032740.0,26090658869.0,93728111659.0,321775691609.0,276523184119.0,-232939892559.0,-28034219787.0,-31191934714.0,-29620815337.0,-48.03,General,892.8571428571429
INRU,2021,2022-04-27 12:35:00,312.0,53921.0,43368.0,8292.0,420763.0,474684.0,25208.0,294082.0,155394.0,319290.0,146859.0,-121206.0,1473.0,697.0,1523.0,0.000502,General,668.5714285714286
INTA,2021,2022-06-03 10:12:00,30476.0,495730.0,197060.0,188010.0,1947327.0,2443057.0,3133477.0,998827.0,-1689247.0,4132304.0,611377.0,-575097.0,-422382.0,-466986.0,-441377.0,-123.0,General,74.0
INTD,2021,2022-04-25 15:10:00,25700017152.0,41647505288.0,8262996136.0,5642079220.0,2538000030.0,44185505318.0,1430552914.0,3867114538.0,38887837866.0,5297667452.0,59273878447.0,-45994319153.0,3527694535.0,3001021494.0,3209558111.0,5.0,General,294.2857142857143
INTP,2021,2022-03-24 16:01:00,6141267.0,11336733.0,2267421.0,2697158.0,14799381.0,26136114.0,4646506.0,868644.0,20620964.0,5515150.0,14771906.0,-9645624.0,2234002.0,1788496.0,1872995.0,0.00048679,General,10144.681919642857
IPAC,2021,2022-03-21 17:57:00,25317191299.0,25504389110.0,,187197811.0,7452788139.0,32957177249.0,2581961643.0,4592025706.0,25783189900.0,7173987349.0,20278257636.0,-3373778988.0,5014206111.0,3911116806.0,3883752846.0,4.11,Property,116.42857142857143
IPCC,2021,2022-03-30 21:33:00,768869512620.0,826945319836.0,,53909181840.0,1135932376188.0,1962877696024.0,171288588925.0,726596461833.0,1064992645266.0,897885050758.0,516836949817.0,-318589632776.0,81251178212.0,60056173040.0,60056173040.0,33.03,Infrastructure Industry,490.7081386021205
IPCM,2021,2022-04-26 16:54:00,655637033.0,853539639.0,14139434.0,167436253.0,574335368.0,1427875007.0,267260725.0,4201365.0,1156412917.0,271462090.0,820160995.0,-572345480.0,170965533.0,136582719.0,136582719.0,25.88,Infrastructure Industry,250.83605303083147
IPOL,2021,2022-04-13 12:16:00,20434212.0,131282807.0,36935242.0,62577986.0,167839759.0,299122566.0,93962976.0,20826057.0,184333533.0,114789033.0,239407318.0,-187261078.0,13515364.0,9499133.0,10738033.0,0.001370456448772867,General,157.5696541922433
IPPE,2021,2022-03-01 11:16:00,21439724.0,105536839.0,4961853.0,41635814.0,178764508.0,284301347.0,5247185.0,131066.0,278923096.0,5378251.0,30017394.0,-22781194.0,3633417.0,2915091.0,2857029.0,0.74,General,513.8571428571429
IPTV,2021,2022-04-13 21:28:00,27967.0,2936247.0,856573.0,1199112.0,9379536.0,12315783.0,2662684.0,1514098.0,8139001.0,4176782.0,3741668.0,-2904552.0,217756.0,192468.0,197834.0,4.82,General,113.28571428571429
IRRA,2021,2022-03-08 09:54:00,135294542487.0,546181192009.0,190785628719.0,163706035665.0,235862325303.0,782043517312.0,279084545849.0,907224347.0,502051747116.0,279991770196.0,1319727926930.0,-1083708127773.0,144919292101.0,112155499624.0,112378986784.0,73.21,General,1739.849330357143
ISAT,2021,2022-02-22 09:29:00,3789006.0,11499439.0,18110.0,5672729.0,51897709.0,63397148.0,28658152.0,24436194.0,10302802.0,53094346.0,31388311.0,-3001596.0,7506974.0,6860121.0,6924683.0,1242.35,Infrastructure Industry,5165.865862165178
ISSP,2021,2022-04-01 09:43:00,50092.0,4422689.0,3243760.0,1059965.0,2674633.0,7097322.0,2761503.0,548706.0,3787113.0,3310209.0,5378808.0,-4258794.0,659402.0,486061.0,494165.0,68.8,General,351.8875994001116
ITIC,2021,2022-03-24 15:47:00,2547308222.0,138385285688.0,120895978078.0,14941999388.0,388318887816.0,526704173504.0,157791488422.0,44233175895.0,324679509187.0,202024664317.0,238398863725.0,-174603088666.0,24928946454.0,18368616642.0,44853252178.0,19.53,General,291.8743634905134
ITMA,2021,2022-04-27 17:30:00,175872.0,292035.0,,10924.0,182902660.0,183194695.0,893874.0,10052367.0,172248454.0,10946241.0,204458.0,-131022.0,12256008.0,12256008.0,12273360.0,0.0141,General,526.4285714285714
ITMG,2021,2022-02-23 18:18:00,690970.0,988024.0,62447.0,232371.0,678215.0,1666239.0,364743.0,99937.0,1201559.0,464680.0,2076813.0,-1160280.0,621089.0,475390.0,461730.0,0.43,General,18637.42578125
JAST,2021,2022-05-04 22:42:00,5970388861.0,24856317173.0,,18219918457.0,75828952367.0,100685269540.0,47911877658.0,4026354761.0,48747037121.0,51938232419.0,68051487879.0,-3026903520.0,-9849281594.0,-7940186118.0,-7092287613.0,-9.76,General,135.85714285714286
JAWA,2021,2022-04-29 10:52:00,12756061463.0,222474701963.0,95322423642.0,53930771468.0,3343756691060.0,3566231393023.0,581719424699.0,2761106842550.0,223405125774.0,3342826267249.0,843195153685.0,-761001765843.0,-189439461717.0,-178278611469.0,-178499892872.0,-47.02,General,142.85714285714286
JAYA,2021,2022-03-24 19:05:00,3534922099.0,54823160889.0,,17757358790.0,67119936844.0,121943097733.0,6974418958.0,4756219264.0,110212459511.0,11730638222.0,72427580175.0,-50093070651.0,6258288621.0,5691983629.0,5731182361.0,13.47,Infrastructure Industry,126.12046269008091
JECC,2021,2022-07-25 12:20:00,48091741.0,1153286914.0,575275806.0,489244609.0,583690468.0,1736977382.0,976527816.0,64215085.0,696234481.0,1040742901.0,1721401131.0,-1689122210.0,-73684940.0,-47179855.0,-38816691.0,-312.0,General,4652.790631975447
JGLE,2021,2022-04-29 16:33:00,64016.0,1016791.0,124959.0,827816.0,2033344.0,3050135.0,471375.0,630970.0,1947790.0,1102345.0,86780.0,-73872.0,-99487.0,-101505.0,-99303.0,-4.49,Property,50.0
JIHD,2021,2022-04-28 18:23:00,299602293.0,489852393.0,38099411.0,72488973.0,6119518635.0,6609371028.0,772108606.0,1064001674.0,4773260748.0,1836110280.0,902939268.0,-256382956.0,-102847189.0,-113618419.0,-105177287.0,-44.76,General,309.7142857142857
JKON,2021,2022-04-08 11:01:00,562782118.0,2430994227.0,274894617.0,812965648.0,1714219695.0,4145213922.0,1137368741.0,357296989.0,2650548192.0,1494665730.0,3480062858.0,-3013790607.0,-15061799.0,-37110098.0,-32069181.0,-2.33,Property,80.69444274902344
JKSW,2021,2022-04-19 10:53:00,13814336202.0,56064057431.0,9093323213.0,33096458167.0,112137455197.0,168201512628.0,19152542487.0,645977686869.0,-496928716728.0,665130229356.0,1463340582.0,-1439432384.0,23908198.0,-53729224.0,-67161974.0,-0.36,General,60.0
JPFA,2021,2022-03-01 23:17:00,1085116.0,14161153.0,7713062.0,2675168.0,14428503.0,28589656.0,7064166.0,8422780.0,13102710.0,15486946.0,44878300.0,-36858209.0,2793847.0,2130896.0,2196458.0,174.0,General,1462.1048409598213
JRPT,2021,2022-04-08 14:08:00,546059814.0,3372963980.0,2681835373.0,39988450.0,8375183854.0,11748147834.0,3283208945.0,311145705.0,8153793184.0,3594354650.0,2174343050.0,-1043490358.0,797817044.0,786726309.0,787747994.0,70.89,Property,450.5797206333705
JSKY,2021,2022-07-12 11:34:00,1186993776.91725,196811596759.91724,166144550599.0,5505492011.0,190581386933.0,387392983693.0,160516478275.0,66240698521.0,160635806897.0,226757176796.0,148294461080.0,-130378544691.0,-82844763164.0,-72771894617.0,-71567570708.0,-31.0,General,52.42857142857143
JSMR,2021,2022-03-21 10:16:00,6279089.0,10361876.0,139402.0,2114825.0,90881008.0,101242884.0,12014583.0,63727986.0,25500315.0,75742569.0,15169552.0,-8667443.0,2072453.0,871236.0,788337.0,222.56,Infrastructure Industry,3698.250558035714
JSPT,2021,2022-05-09 21:28:00,643524604.0,1248479663.0,503409359.0,79326973.0,4434059060.0,5682538723.0,748315645.0,2225591048.0,2708632030.0,2973906693.0,552780814.0,-220465157.0,-328705447.0,-333366231.0,-308804299.0,-91.0,General,787.8571428571429
JTPE,2021,2022-04-20 16:05:00,176551115047.0,577891385933.0,200984443712.0,167116994717.0,634698443258.0,1212589829191.0,242307052888.0,59443556102.0,910839220201.0,301750608990.0,1075949119283.0,-825018171576.0,125077341657.0,96513247316.0,166093573351.0,53.42,General,271.8253086635045
KAEF,2021,2022-03-31 13:59:00,748481112.0,6303473591.0,2690960379.0,2419936880.0,11456721449.0,17760195040.0,5980180556.0,4548141849.0,7231872635.0,10528322405.0,12857626593.0,-8461341494.0,392883409.0,289888789.0,-1208269.0,54.42,General,1677.8391810825892
KARW,2021,2022-04-21 12:29:00,2444492.0,4187836.0,288447.0,1405538.0,13825927.0,18013763.0,52388608.0,117990.0,-34492835.0,52506598.0,2933937.0,-3431469.0,-332652.0,-588325.0,-582612.0,-0.001002,General,150.14285714285714
KAYU,2021,2022-05-01 13:56:00,102598748.0,96130971815.0,44127834145.0,41916177603.0,10350457176.0,106481428991.0,26312458429.0,1579388727.0,78589581835.0,27891847156.0,5061674079.0,-6759813189.0,209892132.0,147444032.0,246016584.0,1.0,General,50.285714285714285
KBAG,2021,2022-04-25 14:43:00,6931884587.0,297750826293.0,92589387489.0,198229554217.0,160993774995.0,458744601288.0,75497800270.0,1746042162.0,381500758856.0,77243842432.0,39083155931.0,-24141666170.0,1781165720.0,1559972648.0,1550530246.0,0.22,Property,49.88999938964844
KBLI,2021,2022-05-06 09:20:00,470311167721.0,1852292728366.0,566570161252.0,514340115332.0,872949983057.0,2725242711423.0,157474430663.0,114783486916.0,2452984793844.0,272257917579.0,1761740449027.0,-1585775254924.0,108753123504.0,93371439103.0,97718507983.0,23.0,General,305.0114310128348
KBLM,2021,2022-04-01 15:29:00,62936197262.0,412346379347.0,185140744063.0,153879456709.0,1084834642109.0,1497181021456.0,266614137737.0,17136378160.0,1213430505559.0,283750515897.0,1214204113826.0,-1190160404860.0,-11041672531.0,-12999702678.0,383019855210.0,12.0,General,198.37230137416296
KBLV,2021,2022-03-31 12:09:00,76444.0,142582.0,,31148.0,4442640.0,4585222.0,4404354.0,150476.0,30392.0,4554830.0,151800.0,-86935.0,-1265297.0,-1265864.0,-895429.0,-799.0,General,286.57142857142856
KDSI,2021,2022-04-26 10:03:00,80725431351.0,801833794863.0,319927032910.0,396399403129.0,546896434412.0,1348730229275.0,429460722343.0,199537540749.0,719731966183.0,628998263092.0,2241085126185.0,-1904815444756.0,98670516829.0,72634468539.0,66388760541.0,179.34,General,858.2225516183036
KEEN,2021,2022-04-12 16:39:00,1323199.0,29356999.0,,19538376.0,271418445.0,300775444.0,17217176.0,120116056.0,163442212.0,137333232.0,36549907.0,-15418302.0,12458344.0,7999468.0,7784800.0,0.0018,Infrastructure Industry,444.5294930594308
KEJU,2021,2022-03-02 12:40:00,159541793979.0,497681274294.0,194845187006.0,135131613276.0,270045009819.0,767726284113.0,176772189231.0,5128565895.0,585825528987.0,181900755126.0,1042307144847.0,-705320179436.0,183170597779.0,144700268968.0,144924564869.0,96.47,General,1068.7766636439733
KETR,2021,2022-04-08 17:45:00,65667068698.0,1071802757685.0,504281390178.0,49895439408.0,314256807226.0,1386059564911.0,127537760749.0,588322310669.0,670199493493.0,715860071418.0,448905913317.0,-193874941286.0,129585191339.0,114730739171.0,114840531285.0,344.0,General,
KIAS,2021,2022-04-29 10:58:00,11435279861.0,264701143076.0,54580103495.0,198685759720.0,735323324364.0,1000024467440.0,108208133431.0,45386948015.0,846429385994.0,153595081446.0,552465600178.0,-532796742768.0,2572572044.0,-5554727386.0,-5825977886.0,-0.41,General,50.0
KICI,2021,2022-03-28 16:23:00,10783081957.0,136959531732.0,97619022529.0,27568122087.0,50225020954.0,187184552686.0,27094338108.0,52398282757.0,107691931821.0,79492620865.0,125731234714.0,-82539572354.0,30254927607.0,23955747587.0,26922458222.0,86.8,General,287.7142857142857
KIJA,2021,2022-04-28 15:05:00,1111486304905.0,8638908717781.0,6495785943135.0,967939928428.0,3653181612245.0,12292090330026.0,1320149276793.0,4599930682150.0,6372010371083.0,5920079958943.0,2490256211002.0,-1397684399728.0,100330430110.0,87635897475.0,111633362502.0,-0.25,Property,165.85714285714286
KINO,2021,2022-04-29 15:56:00,203875569354.0,2397707580261.0,605667466852.0,1564988912389.0,2949092578791.0,5346800159052.0,1591081638290.0,1092087017665.0,2663631503097.0,2683168655955.0,3976656101508.0,-2180716142879.0,127135975585.0,100649538230.0,122401609250.0,76.0,General,4668.133091517857
KIOS,2021,2022-04-27 17:11:00,2468758730.0,61814045704.0,39379562122.0,17602384082.0,17383523149.0,79197568853.0,17509836255.0,61440303.0,61626292295.0,17571276558.0,339032343268.0,-323683585097.0,2038497646.0,2463885853.0,3353226375.0,3.48,General,325.7142857142857
KJEN,2021,2022-05-04 15:56:00,331143751.0,7517165587.0,15708133.0,4664458152.0,61618849138.0,69136014725.0,2688790395.0,4209000539.0,62238223791.0,6897790934.0,8447187923.0,-3909961156.0,-2303277525.0,-1840302631.0,-1720008391.0,-3.68,General,111.14285714285714
KKGI,2021,2022-04-11 10:20:00,27858789.0,50212050.0,8411386.0,9297191.0,81970257.0,132182307.0,20758804.0,12502847.0,98920656.0,33261651.0,132149772.0,-91093727.0,33958118.0,23003525.0,23034817.0,0.0049,General,438.15760585239957
KLBF,2021,2022-03-31 14:30:00,6216247801928.0,15712209507638.0,5087299647536.0,3605511099852.0,9954425648633.0,25666635156271.0,3534656089431.0,866101273717.0,21265877793123.0,4400757363148.0,26261194512313.0,-14977410271049.0,4143264634774.0,3232007683281.0,3208499314413.0,67.92,General,1548.0096609933037
KMDS,2021,2022-05-30 21:31:00,25156329710.0,96841825041.0,21763753178.0,49921742153.0,92477467271.0,189319292312.0,32792773709.0,3914647028.0,152611871575.0,36707420737.0,234803780392.0,-167633637032.0,41929492785.0,33530231755.0,32964698032.0,42.0,General,477.82845197405135
KMTR,2021,2022-03-21 14:36:00,387555918009.0,3936233476518.0,2356873820130.0,712150284252.0,1638902114718.0,5575135591236.0,158695886483.0,3381455080491.0,2034984624262.0,3540150966974.0,12318954874369.0,-11683886416812.0,128071389594.0,81527139693.0,62704185990.0,9.94,General,277.14332798549106
KOBX,2021,2022-04-04 16:25:00,4680515.0,71315948.0,34346030.0,30937673.0,45216742.0,116532690.0,73874280.0,7219652.0,35438758.0,81093932.0,119322152.0,-96941465.0,13776034.0,13545302.0,13573411.0,0.005951,General,325.9572535923549
KOIN,2021,2022-04-28 15:28:00,42350368854.0,942326613088.0,369914066093.0,521221789075.0,124183089162.0,1066509702250.0,952940940427.0,15262403546.0,98306358277.0,968203343973.0,2581646425587.0,-2365913648631.0,-25159075219.0,-27840100544.0,-28290127747.0,-28.38,General,153.0
KONI,2021,2022-04-28 10:30:00,36378941709.0,88068087312.0,34526019944.0,16249101366.0,32518116152.0,120586203464.0,1830382361.0,12877009971.0,105878811132.0,14707392332.0,125324455512.0,-96254733562.0,8898729548.0,7805612118.0,9402725458.0,31.0,General,1764.2857142857142
KOPI,2021,2022-04-28 15:43:00,2783258675.0,67657852213.0,28743154260.0,33351606415.0,71522879504.0,139180731717.0,43021745967.0,6528030743.0,89630955007.0,49549776710.0,188475526582.0,-135237838846.0,4438038016.0,1845557734.0,2265900946.0,2.6,General,520.7142857142857
KOTA,2021,2022-05-05 12:49:00,3474172675.0,174041148716.0,9982382494.0,160460199909.0,1386238816007.0,1560279964723.0,191262520300.0,109749809610.0,1259267634813.0,301012329910.0,12057796555.0,-4696726462.0,-16546536132.0,-15204603163.0,-14140363040.0,-1.4,Property,50.0
KPIG,2021,2022-04-28 22:56:00,89064523547.0,4017869146346.0,1426548304493.0,616498525352.0,26894139948852.0,30912009095198.0,2935640641433.0,3505161389094.0,24471207064671.0,6440802030527.0,699975339646.0,-572255823988.0,154769142101.0,144520842245.0,1191945992789.0,2.43,Property,85.71428571428571
KRAS,2021,2022-03-31 23:33:00,85014.0,973082.0,366623.0,305713.0,2800594.0,3773676.0,1486779.0,1764798.0,522099.0,3251577.0,2156070.0,-1950654.0,79297.0,62133.0,73212.0,0.0032,General,361.42857142857144
KREN,2021,2022-04-30 21:17:00,388273902256.0,1953001620434.0,432669730398.0,497506742984.0,1184529147049.0,3137530767483.0,555052051113.0,95565570807.0,2486913145563.0,650617621920.0,12403099860716.0,-12453555683961.0,-315164306660.0,-328686693757.0,-322931011078.0,-25.21,General,50.0
KUAS,2021,2022-04-07 16:54:00,56665401142.0,161289971025.0,50529415000.0,54095154883.0,101129814830.0,262419785855.0,88917700151.0,33489447934.0,140012637770.0,122407148085.0,139351624614.0,-106474629556.0,7791405884.0,6178640735.0,16449721316.0,5.47,General,69.71649060930524
