Company,Tanggal,Saham
JRPT,01 Agt 2013,13.750.000.000
JSKY,16 Agt 2019,2.032.540.000
JSMR,16 Des 2016,7.257.871.200
JSMR,12 Nov 2007,2.040.000.000
JSPT,11 Des 2002,2.318.736.000
JSPT,12 Jan 1998,50.000.000
JSPT,12 Jan 1998,536.000.000
JTPE,28 Jul 2022,6.852.050.000
KAEF,21 Agt 2023,5.562.385.995
KARW,27 Jul 2001,587.152.700
KARW,05 Jun 1997,585.000.000
KARW,19 Agt 1996,130.000.000
KARW,19 Agt 1996,195.000.000
KARW,20 Des 1994,20.000.000
KARW,20 Des 1994,65.000.000
KAYU,04 Jul 2019,665.000.000
KBAG,12 Apr 2023,7.150.002.603
KBLI,01 Jan 2007,4.007.235.107
KBLI,02 Jan 2003,3.075.000.000
KBLI,12 Des 1997,560.000.000
KBLI,07 Jun 1997,280.000.000
KBLI,16 Jun 1994,140.000.000
KBLI,27 Sep 1993,70.000.000
KBLI,06 Jul 1993,10.000.000
KBLI,06 Jul 1993,50.000.000
KBLM,07 Jul 1995,56.000.000
KBLM,07 Jul 1995,1.120.000.000
KBLM,08 Mei 1995,28.000.000
KBLM,01 Jun 1992,14.000.000
KBLM,01 Jun 1992,3.100.000
KBLV,25 Feb 2000,20.000.000
KDSI,10 Jul 2000,301.000.000
KDSI,29 Jul 1996,50.000.000
KDSI,29 Jul 1996,150.500.000
KEEN,02 Sep 2019,3.666.312.500
KEJU,25 Nov 2019,1.500.000.000
KIAS,12 Jul 2008,8.425.000.000
KIAS,09 Jul 1997,425.000.000
KIAS,24 Feb 1997,170.000.000
KIAS,08 Des 1994,25.000.000
KIAS,08 Des 1994,85.000.000
KICI,23 Agt 2016,276.000.000
KICI,16 Des 1995,138.000.000
KICI,21 Jul 1995,69.000.000
KICI,28 Okt 1993,10.000.000
KICI,28 Okt 1993,50.000.000
KIJA,10 Agt 2015,20.662.178.685
KINO,11 Des 2015,1.428.571.500
KIOS,11 Agt 2023,1.075.862.411
KJEN,01 Jul 2019,500.000.000
KKGI,27 Mar 2017,5.000.000.000
KKGI,28 Sep 1999,250.000.000
KKGI,02 Jun 1997,100.000.000
KKGI,31 Okt 1994,50.000.000
KKGI,28 Jan 1992,25.000.000
KKGI,01 Jul 1991,4.500.000
KKGI,01 Jul 1991,9.000.000
KLBF,21 Des 2005,10.156.014.422
KLBF,02 Jan 2004,8.121.600.000
KLBF,06 Des 2000,4.060.800.000
KLBF,27 Sep 1999,2.160.000.000
KLBF,07 Okt 1996,432.000.000
KLBF,18 Jul 1994,183.600.000
KLBF,18 Jul 1994,216.000.000
KLBF,25 Jun 1993,108.000.000
KLBF,29 Apr 1992,50.000.000
KLBF,29 Apr 1992,100.000.000
KMDS,07 Sep 2020,800.000.000
KMTR,12 Feb 2019,8.215.366.379
KOBX,05 Jul 2012,2.272.500.000
KOIN,09 Apr 2008,1.100.000.000
KONI,03 Des 2021,312.000.000
KOPI,04 Mei 2015,697.266.668
KOTA,31 Mar 2021,10.546.185.701
KPAS,04 Okt 2021,768.043.253
KPIG,06 Jun 2022,88.688.299.330
KRAS,08 Des 2016,19.346.396.900
KRAS,10 Nov 2010,15.775.000.000
KREN,23 Jun 2016,18.208.470.100
KREN,05 Feb 2005,365.219.000
KREN,28 Jun 2002,100.000.000
KREN,28 Jun 2002,365.000.000
LAND,23 Agt 2018,2.792.620.000
LCGP,09 Okt 2014,5.630.000.009
LCKM,16 Jan 2018,1.000.000.000
LEAD,19 Mei 2015,2.577.028.572
LFLO,07 Apr 2022,1.303.534.163
LIFE,26 Sep 2019,2.100.000.000
LINK,02 Jun 2014,3.042.649.384
LION,02 Sep 2015,520.160.000
LMAS,27 Mei 2005,790.581.075
LMAS,30 Des 2004,775.963.955
LMAS,09 Agt 2004,775.645.155
LMAS,25 Mei 2004,705.380.100
LMAS,05 Nov 2003,702.650.550
LMAS,20 Okt 2003,702.630.550
LMAS,16 Jul 2003,702.626.550
LMAS,28 Mei 2003,698.876.550
LMAS,25 Mei 2003,697.312.050
LMAS,07 Feb 2003,694.582.500
LMPI,08 Agt 2005,1.008.517.669
LMPI,07 Jan 2005,528.474.680
LMPI,02 Jan 2003,443.706.186
LMPI,25 Sep 2001,346.344.895
LMPI,20 Des 2000,258.278.400
LMPI,10 Nov 1997,215.232.000
LMPI,21 Jul 1997,188.800.000
LMPI,18 Jul 1997,94.400.000
LMPI,17 Okt 1994,41.000.000
LMPI,17 Okt 1994,59.000.000
LMSH,02 Sep 2015,96.000.000
LPCK,11 Jul 2019,2.679.600.000
LPGI,03 Agt 2022,300.000.000
LPIN,24 Mei 2019,425.000.000
LPKR,17 Jul 2019,70.898.018.369
LPLI,28 Mar 2005,8.068.847.675
LPLI,26 Nov 1999,12.120.345.846
LPLI,26 Nov 1996,8.273.505.240
LPLI,26 Nov 1996,8.273.505.240
LPLI,18 Jul 1996,1.504.273.680
LPLI,15 Jul 1996,385.711.200
LPLI,30 Mei 1996,136.830.873
LPLI,30 Mei 1996,192.855.600
LPLI,06 Mei 1996,91.220.582
LPLI,17 Jun 1994,45.610.291
LPPF,07 Jun 2023,2.260.292.880
LPPS,31 Jul 1997,1.594.000.000
LPPS,28 Mar 1994,13.500.000
LPPS,28 Mar 1994,28.000.000
LRNA,15 Apr 2014,350.000.000
LSIP,30 Okt 2007,1.364.572.793
LSIP,22 Sep 2004,1.095.229.293
LSIP,24 Jun 2004,765.709.793
LSIP,26 Agt 1997,485.613.293
LSIP,05 Jul 1996,38.800.000
LSIP,05 Jul 1996,202.338.872
LTLS,09 Jan 2015,1.560.000.000
LUCK,28 Nov 2018,715.749.640
MAGP,Tidak ada data,Tidak ada data
MAIN,21 Apr 2014,1.791.000.000
MAMI,06 Jun 2022,12.299.317.590
MAPA,17 Jul 2023,28.504.000.000
MAPB,18 Agt 2023,2.387.922.900
MAPI,04 Jun 2018,16.600.000.000
MARI,17 Jul 2018,5.252.644.000
MARK,11 Feb 2019,3.800.000.310
MASA,26 Jun 2007,6.118.875.000
MASA,22 Feb 2007,3.496.500.000
MASA,09 Jun 2005,1.000.000.000
MASA,09 Jun 2005,3.330.000.000
MAYA,08 Okt 2015,4.261.374.585
MBAP,10 Jul 2014,1.227.271.952
MBSS,06 Apr 2011,1.706.265.000
MBTO,13 Jan 2011,1.070.000.000
MCAS,01 Nov 2017,867.933.300
MCOR,16 Feb 2015,5.857.647.196
MDIA,11 Apr 2014,3.921.553.840
MDKA,19 Jun 2015,3.049.108.823
MDKI,28 Des 2018,2.530.150.002
MDLN,13 Nov 2013,6.419.375.946
MDRN,03 Nov 2014,4.574.697.999
MEDC,16 Des 2020,25.136.231.252
MEGA,24 Mar 2022,11.664.392.259
MEGA,24 Mar 2022,11.623.514.905
MERK,21 Des 2015,448.000.000
MERK,22 Des 2000,22.400.000
MERK,19 Mei 1999,18.480.000
MERK,23 Jul 1981,1.680.000
META,02 Jan 2019,17.710.708.194
MFIN,28 Agt 2018,2.650.000.000
MFMI,29 Des 2010,1.015.161.000
MGLV,21 Jun 2022,1.904.883.411
MGNA,12 Jul 2023,3.410.475.390
MGRO,01 Jan 1911,0
MICE,21 Des 2005,600.000.000
MIDI,25 Jul 2023,33.435.294.800
MIKA,24 Mar 2015,1.455.073.600
MINA,04 Jul 2018,6.562.500.000
MIRA,16 Okt 2009,3.988.914.282
MIRA,16 Okt 2009,4.426.577.406
MIRA,27 Nov 2008,3.968.342.371
MIRA,13 Nov 2008,2.865.651.408
MIRA,30 Mei 2008,2.736.000.000
MIRA,30 Nov 2007,1.368.000.000
MIRA,14 Agt 2000,228.000.000
MIRA,30 Jan 1997,30.000.000
MIRA,30 Jan 1997,114.000.000
MITI,14 Des 2022,3.540.735.503
MKNT,26 Okt 2015,1.000.000.000
MKPI,10 Jul 2009,948.194.000
MLBI,06 Nov 2014,2.107.000.000
MLIA,15 Jul 2022,6.615.000.000
MLPL,31 Mar 2022,15.404.243.032
MLPT,08 Jul 2013,1.875.000.000
MMLP,12 Jun 2015,5.714.285.000
MNCN,13 Okt 2020,15.049.787.710
MOLI,14 Okt 2021,2.724.036.581
MPMX,29 Mei 2013,4.462.963.276
MPOW,05 Jul 2017,816.997.053
MPPA,25 Jul 2023,11.213.771.345
MPRO,09 Okt 2018,9.942.500.000
MRAT,02 Agt 2002,428.000.000
MRAT,27 Jul 1995,27.000.000
MRAT,27 Jul 1995,107.000.000
MREI,29 Nov 2017,517.791.681
MSIN,08 Mar 2023,12.135.235.641
MSKY,25 Sep 2019,1.994.370.480
MTDL,22 Jul 2015,2.310.169.758
MTFN,05 Mei 2014,31.842.082.852
MTLA,25 Agt 2015,7.655.126.330
MTPS,16 Apr 2020,2.084.850.829
MTRA,10 Feb 2016,770.000.000
MTSM,06 Jan 1995,58.212.000
MTSM,27 Des 1993,26.460.000
MTSM,19 Apr 1993,18.900.000
MTSM,12 Agt 1992,13.500.000
MTSM,08 Jan 1992,1.500.000
MTSM,08 Jan 1992,6.000.000
MTWI,12 Jan 2023,2.924.486.639
MYOH,27 Jul 2000,150.000.000
MYOH,27 Jul 2000,1.681.000.000
MYOR,04 Agt 2016,22.358.699.725
MYOR,19 Okt 1995,255.528.000
MYOR,19 Okt 1995,766.584.000
MYOR,22 Agt 1994,127.764.000
MYOR,01 Mar 1994,122.850.000
MYOR,08 Sep 1993,98.280.000
MYOR,30 Des 1992,94.500.000
MYOR,15 Okt 1992,17.010.000
MYOR,15 Okt 1992,80.010.000
MYOR,04 Jul 1990,6.300.000
MYTX,15 Jan 2019,7.747.281.949
NASA,20 Mar 2019,11.004.929.322
NATO,19 Jan 2022,8.001.111.504
NELY,11 Okt 2012,2.350.000.000
NFCX,12 Jul 2018,666.667.500
NICL,12 Jul 2023,10.635.644.907
NIKL,14 Des 2009,2.523.350.000
NIRO,13 Sep 2012,18.000.000.000
NISP,29 Nov 2013,11.357.888.016
NOBU,28 Agt 2023,7.425.611.110
NOBU,28 Agt 2023,7.403.659.460
NRCA,06 Mar 2015,2.496.257.846
NZIA,28 Sep 2020,2.197.540.705
OCAP,10 Nov 2003,50.000.000
OCAP,10 Nov 2003,273.200.000
OKAS,05 Jul 2023,2.373.449.165
OMRE,17 Jan 2023,2.945.211.000
OPMS,23 Sep 2019,1.000.000.000
PADI,19 Jul 2013,2.174.470.500
PALM,27 Des 2013,7.039.980.000
PAMG,05 Jul 2019,3.125.000.000
PANI,23 Agt 2022,13.515.398.377
PANR,18 Sep 2001,400.000.000
PANS,15 Jan 2008,720.000.000
PANS,08 Jul 2004,360.000.000
PANS,18 Sep 2002,320.000.000
PANS,31 Mei 2000,160.000.000
PANS,31 Mei 2000,80.000.000
PBID,13 Des 2017,1.875.000.000
PBRX,03 Feb 2023,21.482.028.246
PBSA,22 Jun 2022,3.000.000.000
PCAR,29 Des 2017,1.166.666.700
PDES,08 Jul 2008,715.000.000
PEGE,27 Jul 2018,2.833.417.056
PEHA,26 Des 2018,840.000.000
PGAS,14 Apr 2007,4.539.885.805
PGAS,13 Des 2004,4.377.930.305
PGAS,15 Des 2003,4.320.987.000
PGJO,31 Jan 2023,765.259.095
PGLI,03 Des 2004,488.000.000
PGLI,30 Jun 2004,366.000.000
PGLI,29 Mei 2002,305.000.000
PGLI,29 Jun 2001,610.000.000
PGLI,05 Apr 2000,570.000.000
PGUN,29 Des 2022,5.737.848.882
PICO,21 Jun 2007,568.375.000
PICO,23 Des 2003,531.880.000
PICO,23 Sep 1996,135.500.000
PICO,23 Sep 1996,27.500.000
PJAA,10 Jul 2006,1.599.999.994
PJAA,02 Jul 2004,80.000.000
PJAA,02 Jul 2004,799.999.998
PKPK,27 Jul 2023,1.200.000.000
PLIN,26 Des 2006,3.550.000.000
PLIN,22 Des 2006,710.000.000
PLIN,13 Okt 2003,355.000.000
PLIN,26 Mei 1994,230.040.500
PLIN,26 Mei 1994,230.045.500
PLIN,26 Mei 1994,230.551.600
PLIN,26 Mei 1994,230.551.800
PLIN,26 Mei 1994,341.284.700
PLIN,26 Mei 1994,345.000.000
PLIN,14 Jan 1994,230.000.000
PMJS,18 Des 2019,13.755.600.000
PMMP,18 Des 2020,2.353.000.000
PNBN,20 Agt 2007,19.902.866.185
PNBN,08 Sep 2006,19.807.260.966
PNBN,08 Jul 2004,15.865.902.573
PNBN,03 Sep 2002,14.689.810.755
PNBN,04 Okt 1999,5.861.205.702
PNBN,05 Jul 1999,2.918.451.938
PNBN,16 Jun 1999,1.708.045.717
PNBN,14 Jun 1999,1.612.793.257
PNBN,24 Mei 1999,1.632.793.257
PNBN,13 Jul 1998,1.580.281.331
PNBS,11 Jun 2015,9.739.424.200
PNGO,31 Agt 2020,781.250.000
PNIN,07 Sep 2006,4.831.868.671
PNIN,03 Jun 2003,3.137.465.822
PNIN,14 Agt 2000,1.950.708.411
PNIN,06 Jul 1999,1.950.706.905
PNIN,05 Jul 1999,1.950.704.538
PNIN,25 Mei 1999,1.450.608.633
PNIN,13 Jul 1998,1.450.605.299
PNIN,19 Agt 1997,1.244.609.009
PNIN,13 Agt 1997,1.244.584.308
PNIN,23 Jul 1997,1.244.532.474
PNLF,02 Apr 2007,24.030.217.521
PNLF,07 Sep 2006,23.964.219.688
PNLF,05 Sep 2003,11.981.713.012
PNLF,28 Jul 2003,11.975.830.476
PNLF,20 Des 1999,2.993.362.371
PNLF,11 Nov 1999,1.447.991.514
PNLF,13 Jul 1998,1.419.991.514
PNLF,16 Des 1996,147.204.792
PNLF,18 Des 1992,73.205.564
PNLF,10 Sep 1990,20.425.564
PNSE,29 Jul 2013,797.813.496
POLA,31 Agt 2022,2.729.385.300
POLI,10 Jan 2019,2.010.526.400
POLL,11 Jul 2018,8.318.823.600
POLU,26 Jun 2019,750.000.000
POLY,05 Jan 1998,47.538.158.750
POLY,03 Okt 1996,44.064.238.750
POLY,18 Apr 1995,920.000.000
POLY,04 Apr 1995,368.000.000
POLY,03 Jan 1992,92.000.000
POLY,12 Mar 1991,12.000.000
POOL,13 Mar 2020,2.341.366.264
PORT,16 Mar 2017,2.813.941.985
POSA,11 Mei 2021,8.388.870.206
POWR,14 Jun 2016,16.087.156.000
PPGL,22 Jul 2022,771.178.020
PPRE,Tidak ada data,Tidak ada data
PPRO,19 Mei 2015,14.044.406.000
PRAS,20 Sep 2005,588.000.000
PRAS,16 Apr 2003,117.600.000
PRAS,10 Jun 1997,44.000.000
PRAS,10 Jun 1997,76.000.000
PRAS,09 Jun 1997,40.000.000
PRAS,10 Jun 1994,20.000.000
PRAS,23 Mar 1994,6.000.000
PRAS,04 Okt 1990,3.000.000
PRAS,12 Jul 1990,2.000.000
PRDA,07 Des 2016,937.500.000
PRIM,24 Mei 2021,3.393.434.905
PSAB,17 Jun 2016,24.460.000.000
PSDN,02 Feb 2005,1.440.000.000
PSDN,05 Agt 1997,360.000.000
PSDN,04 Agt 1997,240.000.000
PSDN,18 Okt 1994,30.000.000
PSDN,18 Okt 1994,120.000.000
PSGO,25 Nov 2019,18.850.000.000
PSKT,29 Des 2014,1.353.041.500
PSSI,11 Okt 2019,5.417.063.153
PTBA,14 Des 2017,11.520.659.245
PTDU,08 Des 2020,1.500.000.000
PTIS,12 Jul 2011,550.165.300
PTPP,27 Des 2016,6.199.897.354
PTPP,09 Feb 2010,4.842.436.500
PTPW,07 Feb 2020,878.187.500
PTRO,12 Des 2000,102.600.000
PTRO,27 Mei 1998,68.400.000
PTRO,04 Mei 1998,36.000.000
PTRO,28 Nov 1994,18.000.000
PTRO,14 Jun 1994,9.000.000
PTRO,21 Mei 1990,4.500.000
PTSN,04 Jul 2019,5.314.344.000
PTSP,05 Feb 2001,220.808.000
PTSP,29 Sep 1995,124.000.000
PTSP,11 Sep 1995,62.000.000
PTSP,30 Mei 1994,9.000.000
PTSP,30 Mei 1994,31.000.000
PUDP,16 Sep 1996,200.000.000
PUDP,16 Sep 1996,280.000.000
PUDP,18 Nov 1994,26.000.000
PUDP,18 Nov 1994,100.000.000
PURA,30 Jan 2023,6.301.930.902
PURE,13 Apr 2021,1.375.181.505
PURI,08 Sep 2020,1.000.000.000
PWON,08 Agt 2006,1.543.577.000
PWON,27 Mar 2006,667.000.000
PWON,21 Mar 2006,442.705.000
PWON,29 Jan 1996,420.000.000
PWON,18 Des 1994,210.000.000
PWON,24 Des 1992,105.000.000
PWON,01 Okt 1991,70.000.000
PWON,09 Okt 1989,3.000.000
PWON,09 Okt 1989,20.000.000
PYFA,Tidak ada data,Tidak ada data
PZZA,23 Mei 2018,3.021.875.000
RAJA,20 Sep 2018,4.227.082.500
RALS,06 Okt 2006,7.064.000.000
RALS,25 Jul 2005,7.032.000.000
RALS,22 Okt 2004,7.000.000.000
RALS,15 Feb 2001,1.400.000.000
RALS,26 Mei 1998,700.000.000
RALS,24 Jul 1996,350.000.000
RALS,24 Jul 1996,270.000.000
RANC,07 Jun 2012,1.564.487.500
RBMS,25 Okt 2018,2.656.212.826
RDTX,29 Apr 1997,268.800.000
RDTX,04 Jan 1994,136.000.000
RDTX,20 Des 1991,94.000.000
RDTX,14 Mei 1990,85.000.000
RDTX,10 Mar 1990,84.000.000
REAL,16 Des 2020,6.633.610.151
RELI,21 Mei 2015,1.800.000.000
RICY,28 Jul 2004,641.717.510
RICY,24 Jun 1999,288.000.000
RICY,21 Jan 1998,100.000.000
RICY,21 Jan 1998,160.000.000
RIGS,18 Agt 2004,609.130.000
RIGS,29 Nov 1992,60.913.000
RIGS,05 Mar 1990,15.000.000
RIGS,05 Mar 1990,30.456.500
RISE,29 Okt 2021,10.945.000.000
RMBA,28 Jun 2016,36.401.136.250
RMBA,24 Jan 2002,6.733.125.000
RMBA,31 Jan 2001,5.386.500.000
RMBA,25 Apr 2000,1.795.500.000
RMBA,07 Mar 2000,179.550.000
RMBA,14 Feb 2000,66.500.000
RMBA,18 Agt 1997,13.300.000
RMBA,20 Mei 1994,6.650.000
RMBA,29 Des 1993,3.800.000
RMBA,05 Mar 1990,1.200.000
ROCK,10 Sep 2020,1.435.185.100
RODA,01 Feb 2008,13.474.800.000
RODA,22 Okt 2001,150.000.000
RODA,22 Okt 2001,591.000.000
RONY,09 Apr 2020,1.250.000.000
ROTI,24 Okt 2017,6.186.488.888
RUIS,12 Jul 2006,770.000.000
SAFE,19 Apr 2016,615.145.012
SAFE,31 Mei 2005,391.799.407
SAFE,20 Mar 2002,316.799.407
SAFE,18 Agt 1997,213.839.600
SAFE,26 Agt 1996,199.420.000
SAFE,26 Agt 1996,208.624.000
SAFE,11 Mar 1996,184.080.000
SAFE,05 Sep 1995,177.000.000
SAFE,18 Agt 1995,118.000.000
SAFE,15 Agt 1994,11.650.000
SAME,14 Nov 2022,17.129.632.545
SAMF,31 Mar 2020,5.125.000.000
SAPX,03 Okt 2018,833.333.300
SATU,30 Des 2020,1.375.000.000
SBAT,15 Nov 2022,4.752.982.378
SCCO,25 Agt 1997,200.583.400
SCCO,24 Nov 1995,63.527.800
SCCO,22 Sep 1992,40.685.200
SCCO,01 Sep 1992,31.000.000
SCCO,31 Agt 1991,25.000.000
SCCO,31 Mei 1989,25.000.000
SCCO,24 Mei 1989,19.200.000
SCCO,20 Jan 1989,16.000.000
SCCO,20 Jul 1982,4.800.000
SCMA,29 Okt 2021,73.895.456.505
SCNP,07 Sep 2020,2.500.000.000
SCPI,05 Jan 2001,3.600.000
SCPI,08 Jun 1990,892.800
SDMU,24 Jul 2013,1.125.875.000
SDPC,19 Des 2017,1.274.000.000
SDRA,05 Okt 2021,8.502.425.101
SDRA,05 Okt 2021,8.482.552.020
SFAN,24 Jun 2020,1.359.934.021
SGER,04 Agt 2023,4.107.613.345
SGRO,Tidak ada data,Tidak ada data
SHID,04 Jun 1999,652.800.000
SHID,13 Nov 1997,326.400.000
SHID,17 Okt 1997,242.512.000
SHID,23 Agt 1993,24.570.000
SHID,23 Agt 1993,24.912.000
SHID,25 Nov 1992,15.570.000
SHID,09 Mei 1990,15.000.000
SHID,08 Mei 1990,11.000.000
SHIP,08 Jun 2018,2.719.790.000
SIDO,14 Sep 2020,30.000.000.000
SILO,08 Apr 2022,13.006.125.000
SIMP,09 Jun 2011,15.816.310.000
SINI,09 Nov 2022,481.000.000
SIPD,28 Jul 2023,1.839.102.056
SKBM,16 Apr 2014,922.186.394
SKLT,Tidak ada data,Tidak ada data
SKRN,06 Jan 2023,7.500.000.000
SLIS,04 Agt 2023,2.463.335.050
SMAR,29 Jun 2005,2.872.193.366
SMAR,20 Jun 2005,1.486.800.000
SMAR,14 Feb 2001,297.360.000
SMAR,01 Agt 1997,252.000.000
SMAR,27 Jun 1994,210.000.000
SMAR,20 Nov 1992,30.000.000
SMAR,20 Nov 1992,150.000.000
SMBR,28 Jun 2018,9.932.534.336
SMCB,29 Jul 2021,9.019.381.973
SMDM,05 Feb 2014,4.772.138.237
SMDR,31 Jan 2023,16.375.600.000
SMGR,28 Des 2022,6.751.540.089
SMKL,13 Jul 2022,3.418.085.290
SMMA,19 Agt 2016,6.367.664.717
SMMA,18 Feb 2008,4.822.055.533
SMMA,03 Jan 2008,4.822.055.415
SMMA,02 Jan 2008,4.821.895.751
SMMA,28 Des 2007,4.682.292.819
SMMT,24 Jul 2014,3.150.000.000
SMRA,15 Jul 2013,14.426.781.680
SMRU,11 Jun 2015,12.498.285.378
SMSM,02 Nov 2016,5.758.675.440
SMSM,02 Jan 2007,1.439.668.860
SMSM,08 Jul 2003,1.298.668.800
SMSM,12 Okt 1999,259.733.760
SMSM,06 Jan 1998,196.768.000
SMSM,09 Sep 1996,34.400.000
SMSM,09 Sep 1996,114.400.000
SNLK,29 Mar 2021,450.000.000
SOCI,03 Des 2014,7.059.000.000
SOFA,19 Jul 2021,1.653.574.499
SOHO,08 Sep 2020,1.269.168.239
SONA,07 Apr 2000,331.200.000
SONA,08 Jun 1995,165.600.000
SONA,28 Mar 1995,55.200.000
SONA,08 Jul 1994,27.600.000
SONA,06 Sep 1993,23.000.000
SONA,29 Jul 1993,11.530.500
SONA,23 Jul 1993,11.500.500
SONA,21 Jul 1992,11.500.000
SONA,21 Jul 1992,1.500.000
SOSS,01 Sep 2023,766.410.816
SOTS,13 Jul 2021,1.000.000.075
SPMA,08 Jul 2022,3.154.092.216
SPTO,14 Mei 2018,2.700.000.000
SQMI,13 Feb 2019,15.537.591.429
SRAJ,27 Sep 2013,8.030.483.593
SRIL,06 Des 2017,20.452.176.844
SRSN,06 Okt 2005,824.740.000
SRSN,06 Okt 2005,6.020.000.000
SRSN,06 Agt 2001,2.200.000.000
SRSN,30 Okt 2000,220.000.000
SRSN,11 Okt 2000,110.000.000
SRSN,31 Agt 1994,28.900.000
SRSN,11 Jan 1993,5.000.000
SRSN,11 Jan 1993,17.000.000
SRTG,18 Mei 2021,13.564.835.000
SSIA,02 Des 2005,948.639.000
SSIA,27 Mar 1997,675.000.000
SSIA,27 Mar 1997,739.611.500
SSIA,27 Mar 1997,135.000.000
SSMS,12 Des 2013,9.525.000.000
SSTM,27 Sep 1999,836.707.000
SSTM,24 Okt 1997,418.353.500
SSTM,20 Agt 1997,80.000.000
SSTM,20 Agt 1997,350.306.000
STAR,13 Jul 2011,4.800.000.000
STTP,20 Des 2001,1.310.000.000
STTP,19 Jul 2001,262.000.000
STTP,05 Des 2000,247.000.000
STTP,16 Des 1996,27.000.000
STTP,16 Des 1996,95.000.000
SULI,26 Okt 2022,4.076.916.802
SUPR,13 Jan 2015,794.536.033
SURE,05 Okt 2018,1.497.576.771
SWAT,08 Jun 2018,3.019.200.000
TALF,17 Jan 2014,1.353.435.000
TAMA,19 Jun 2023,1.200.000.696
TAMU,25 Jun 2019,37.500.000.000
TAPG,12 Apr 2021,19.852.540.000
TARA,11 Jul 2014,10.010.000.000
TAXI,23 Mei 2019,6.145.600.000
TBIG,14 Nov 2019,22.656.999.445
TBLA,18 Apr 2023,5.711.988.394
TBMS,12 Jul 2016,367.340.000
TBMS,17 Apr 2001,18.367.000
TBMS,30 Sep 1993,3.367.000
TCID,06 Jun 2023,402.133.334
TCPI,06 Jul 2018,5.000.000.000
TDPM,Tidak ada data,Tidak ada data
TEBE,18 Nov 2019,1.285.000.000
TECH,04 Jun 2020,1.256.300.000
TFAS,17 Sep 2019,1.666.666.500
TFCO,21 Nov 2007,1.201.950.000
TFCO,03 Mei 2001,930.000.000
TFCO,27 Sep 2000,193.200.000
TFCO,28 Jul 1997,12.880.000
TFCO,03 Agt 1993,2.975.000
TFCO,24 Nov 1990,2.035.000
TFCO,26 Feb 1980,1.100.000
TGKA,10 Jul 2006,918.492.750
TGKA,30 Agt 2005,874.755.000
TGKA,18 Jun 1996,87.475.500
TGKA,13 Jun 1996,48.597.500
TGKA,14 Agt 1991,40.500.000
TGKA,17 Jun 1991,13.500.000
TGKA,22 Apr 1991,6.500.000
TGKA,19 Jun 1990,4.920.000
TGKA,11 Jun 1990,2.500.000
TGRA,16 Mei 2017,2.750.000.000
TIFA,17 Sep 2021,3.549.906.716
TINS,07 Mei 2014,7.447.753.454
TIRA,27 Jan 2016,588.000.000
TIRA,19 Jul 2004,58.800.000
TIRA,25 Agt 1994,56.000.000
TIRA,27 Jul 1993,2.000.000
TIRA,27 Jul 1993,10.000.000
TIRA,27 Jul 1993,14.000.000
TIRT,05 Agt 2004,1.011.774.750
TIRT,28 Jul 2004,917.000.000
TIRT,14 Mar 2003,780.000.000
TIRT,15 Mei 2000,624.000.000
TIRT,13 Des 1999,50.000.000
TIRT,13 Des 1999,156.000.000
TKIM,11 Feb 2015,2.671.404.513
TLKM,28 Agt 2013,100.799.996.399
TMAS,23 Mei 2023,57.051.500.000
TMPO,29 Jan 2018,1.058.333.250
TNCA,28 Jun 2018,421.640.000
TOBA,01 Jan 1911,0
TOPS,09 Jul 2018,33.330.000.000
TOTL,25 Jul 2006,2.750.000.000
TOTO,08 Jul 2015,1.032.000.000
TOWR,22 Jul 2013,10.202.925.000
TOYS,03 Agt 2022,1.435.000.712
TPIA,23 Agt 2022,86.511.545.092
TPMA,Tidak ada data,Tidak ada data
TRAM,16 Des 2020,49.643.627.934
TRIM,11 Mei 2006,3.655.000.000
TRIM,27 Apr 2006,3.652.500.000
TRIM,29 Jul 2005,3.651.260.000
TRIM,20 Okt 2003,3.650.000.000
TRIM,06 Jun 2000,3.400.000.000
TRIM,03 Apr 2000,2.000.000.000
TRIM,31 Jan 2000,50.000.000
TRIM,31 Jan 2000,200.000.000
TRIN,16 Agt 2023,4.551.457.155
TRIS,29 Nov 2022,3.141.443.831
TRJA,27 Agt 2020,1.510.200.000
TRST,03 Des 2003,2.160.648.000
TRST,09 Okt 2000,2.160.000.000
TRST,29 Agt 2000,432.000.000
TRST,18 Des 1996,288.000.000
TRST,25 Nov 1996,192.000.000
TRST,17 Jan 1994,96.000.000
TRST,12 Jul 1993,48.000.000
TRST,11 Feb 1993,9.000.000
TRST,11 Feb 1993,9.390.000
TRST,02 Jul 1990,3.000.000
TRUK,23 Mei 2018,435.000.000
TRUS,27 Jul 2015,800.000.000
TSPC,01 Jan 1911,0
TUGU,24 Mei 2023,3.555.575.600
UANG,06 Jul 2020,1.210.000.000
UCID,20 Des 2019,4.156.572.300
UFOE,01 Feb 2021,2.287.500.000
ULTJ,10 Agt 2017,11.553.528.000
UNIC,14 Nov 2000,383.331.363
UNIC,16 Jul 1999,348.481.474
UNIC,06 Okt 1997,290.400.056
UNIC,13 Jun 1995,145.200.028
UNIC,13 Sep 1994,132.000.000
UNIC,03 Des 1991,66.000.000
UNIC,03 Okt 1990,65.400.000
UNIC,06 Apr 1990,60.000.000
UNIC,06 Nov 1989,9.000.000
UNIQ,08 Mar 2021,3.138.983.000
UNSP,09 Jul 2018,2.500.162.344
UNTR,14 Jul 2005,2.851.609.100
UNTR,30 Jun 2004,2.807.153.600
